Country,Year,Product,Value,total emissions CO2 (KgCo2),Energy Type,consumption (GWh),iso_alpha
Brazil,2020,Solar,874.5707,41979.3936,Solar,28228.252,BRA
Brazil,2020,Other Renewables,0.0,0.0,Other Renewables,187515.98,BRA
Brazil,2020,Not Specified,0.0,,,,
Brazil,2020,Wind,3832.9058,44078.4167,Wind,149831.65,BRA
Bulgaria,2020,Nuclear,886.0701,10632.8412,Nuclear,41899.85999999999,BGR
Bulgaria,2020,Hydro,411.6593,9879.823199999999,Hydro,7407.181,BGR
Bulgaria,2020,Coal-Peat and Manufactured Gases,772.3632,633337.824,Coal-Peat and Manufactured Gases,48342.48,BGR
Bulgaria,2020,Oil and Petroleum Products,13.0744,9413.568,Oil and Petroleum Products,53383.244,BGR
Bulgaria,2020,Natural Gas,85.0106,41655.194,Natural Gas,29206.5,BGR
Bulgaria,2020,Combustible Renewables,41.9515,9648.845,,,
Bulgaria,2020,Other Combustible Non-Renewables,0.0,0.0,,,
Bulgaria,2020,Geothermal,0.0,0.0,,,
Bulgaria,2020,Solar,150.259,7212.431999999999,Solar,3857.2834000000003,BGR
Bulgaria,2020,Other Renewables,0.0,0.0,Other Renewables,5424.6435,BGR
Bulgaria,2020,Not Specified,3.6488,,,,
Bulgaria,2020,Wind,123.9815,1425.78725,Wind,3879.373,BGR
China,2020,Nuclear,29214.8012,350577.6144,Nuclear,922888.6,CHN
China,2020,Nuclear,29214.8012,350577.6144,Nuclear,0.0,CHN
China,2020,Hydro,92781.2522,2226750.0528,Hydro,3471190.0,CHN
China,2020,Hydro,92781.2522,2226750.0528,Hydro,0.0,CHN
China,2020,Coal-Peat and Manufactured Gases,373698.4132,306432698.824,Coal-Peat and Manufactured Gases,23402553.0,CHN
China,2020,Coal-Peat and Manufactured Gases,373698.4132,306432698.824,Coal-Peat and Manufactured Gases,38230.556,CHN
China,2020,Oil and Petroleum Products,869.8251,626274.072,Oil and Petroleum Products,7959666.5,CHN
China,2020,Oil and Petroleum Products,869.8251,626274.072,Oil and Petroleum Products,169065.66,CHN
China,2020,Natural Gas,17817.2033,8730429.617,Natural Gas,3366172.6,CHN
China,2020,Natural Gas,17817.2033,8730429.617,Natural Gas,49442.585,CHN
China,2020,Combustible Renewables,10056.0758,2312897.434,,,
China,2020,Other Combustible Non-Renewables,644.4922,528483.604,,,
China,2020,Geothermal,14.7177,559.2726,,,
China,2020,Solar,24822.4986,1191479.9328,Solar,685724.06,CHN
China,2020,Solar,24822.4986,1191479.9328,Solar,137.18417,CHN
China,2020,Other Renewables,1.318,31.632,Other Renewables,432860.1,CHN
China,2020,Other Renewables,1.318,31.632,Other Renewables,288.18582999999995,CHN
China,2020,Not Specified,0.0,,,,
China,2020,Wind,44862.8945,515923.28675,Wind,1225164.0,CHN
China,2020,Wind,44862.8945,515923.28675,Wind,2.1010304,CHN
Croatia,2020,Nuclear,0.0,0.0,Nuclear,0.0,HRV
Croatia,2020,Hydro,336.9903,8087.7672,Hydro,14871.098999999998,HRV
Croatia,2020,Coal-Peat and Manufactured Gases,0.0,0.0,Coal-Peat and Manufactured Gases,4200.651,HRV
Croatia,2020,Oil and Petroleum Products,3.1382,2259.504,Oil and Petroleum Products,34046.947,HRV
Croatia,2020,Natural Gas,231.8679,113615.271,Natural Gas,29368.092999999997,HRV
Croatia,2020,Combustible Renewables,80.1371,18431.533,,,
Croatia,2020,Geothermal,7.1445,271.491,,,
Croatia,2020,Other Combustible Non-Renewables,0.0,0.0,,,
Croatia,2020,Solar,10.9479,525.4992000000001,Solar,250.81052999999997,HRV
Croatia,2020,Other Renewables,0.0,0.0,Other Renewables,3359.074,HRV
Croatia,2020,Not Specified,0.0,,,,
Croatia,2020,Wind,181.5294,2087.5881,Wind,4519.056,HRV
Cyprus,2020,Nuclear,0.0,0.0,Nuclear,0.0,CYP
Cyprus,2020,Hydro,0.0,0.0,Hydro,,CYP
Cyprus,2020,Coal-Peat and Manufactured Gases,0.0,0.0,Coal-Peat and Manufactured Gases,162.11777999999998,CYP
Cyprus,2020,Oil and Petroleum Products,256.8297,184917.384,Oil and Petroleum Products,26229.921000000002,CYP
Cyprus,2020,Natural Gas,0.0,0.0,Natural Gas,,CYP
Cyprus,2020,Combustible Renewables,5.2731,1212.813,,,
Cyprus,2020,Geothermal,0.0,0.0,,,
Cyprus,2020,Other Combustible Non-Renewables,0.0,0.0,,,
Cyprus,2020,Solar,30.261,1452.528,Solar,776.3522,CYP
Cyprus,2020,Other Renewables,0.0,0.0,Other Renewables,193.54972,CYP
Cyprus,2020,Not Specified,0.0,,,,
Cyprus,2020,Wind,25.5494,293.81809999999996,Wind,631.3807999999999,CYP
India,2020,Nuclear,3569.6826,42836.1912,Nuclear,112432.98,IND
India,2020,Hydro,14755.6882,354136.5168,Hydro,429933.38,IND
India,2020,Coal-Peat and Manufactured Gases,78030.236,63984793.52,Coal-Peat and Manufactured Gases,4714672.0,IND
India,2020,Oil and Petroleum Products,334.1519,240589.368,Oil and Petroleum Products,2537852.5,IND
India,2020,Natural Gas,4706.2653,2306069.997,Natural Gas,603601.2,IND
India,2020,Combustible Renewables,1832.8687,421559.801,,,
India,2020,Other Combustible Non-Renewables,82.7482,67853.524,,,
India,2020,Geothermal,0.0,0.0,,,
India,2020,Solar,5784.6866,277664.9568,Solar,154119.77,IND
India,2020,Other Renewables,0.0,0.0,Other Renewables,104881.08,IND
India,2020,Not Specified,0.0,,,,
India,2020,Wind,7004.456,80551.244,Wind,158699.83,IND
North Macedonia,2020,Nuclear,0.0,0.0,Nuclear,0.0,MKD
North Macedonia,2020,Hydro,124.951,2998.824,Hydro,3354.1467,MKD
North Macedonia,2020,Coal-Peat and Manufactured Gases,168.4442,138124.244,Coal-Peat and Manufactured Gases,8807.4045,MKD
North Macedonia,2020,Oil and Petroleum Products,1.9884,1431.648,Oil and Petroleum Products,11742.942,MKD
North Macedonia,2020,Natural Gas,0.0,0.0,Natural Gas,3249.4655,MKD
North Macedonia,2020,Combustible Renewables,4.5686,1050.778,,,
North Macedonia,2020,Geothermal,0.0,0.0,,,
North Macedonia,2020,Other Combustible Non-Renewables,0.0,0.0,,,
North Macedonia,2020,Solar,2.5171,120.8208,Solar,63.456109999999995,MKD
North Macedonia,2020,Other Renewables,0.0,0.0,Other Renewables,182.90694,MKD
North Macedonia,2020,Not Specified,0.0,,,,
North Macedonia,2020,Wind,11.2169,128.99435,Wind,306.97387,MKD
Romania,2020,Nuclear,961.9729,11543.674799999999,Nuclear,28896.343,ROU
Romania,2020,Hydro,1070.0852,25682.0448,Hydro,40394.579999999994,ROU
Romania,2020,Coal-Peat and Manufactured Gases,385.6732,316252.024,Coal-Peat and Manufactured Gases,41721.542,ROU
Romania,2020,Oil and Petroleum Products,53.6236,38608.992,Oil and Petroleum Products,116284.66,ROU
Romania,2020,Natural Gas,216.5424,106105.776,Natural Gas,112625.53,ROU
Romania,2020,Combustible Renewables,35.9265,8263.095,,,
Romania,2020,Other Combustible Non-Renewables,0.0,0.0,,,
Romania,2020,Geothermal,0.0,0.0,,,
Romania,2020,Solar,188.7834,9061.6032,Solar,4551.3589999999995,ROU
Romania,2020,Other Renewables,0.0,0.0,Other Renewables,1744.6578,ROU
Romania,2020,Not Specified,0.0,,,,
Romania,2020,Wind,657.5743,7562.10445,Wind,18239.578,ROU
Serbia,2020,Nuclear,0.0,0.0,Nuclear,0.0,SRB
Serbia,2020,Hydro,692.0958,16610.2992,Hydro,,SRB
Serbia,2020,Coal-Peat and Manufactured Gases,1609.7641,1320006.562,Coal-Peat and Manufactured Gases,,SRB
Serbia,2020,Oil and Petroleum Products,0.8999,647.928,Oil and Petroleum Products,,SRB
Serbia,2020,Natural Gas,31.0905,15234.345,Natural Gas,,SRB
Serbia,2020,Combustible Renewables,11.4558,2634.834,,,
Serbia,2020,Other Combustible Non-Renewables,0.423,346.86,,,
Serbia,2020,Geothermal,0.0,0.0,,,
Serbia,2020,Solar,1.439,69.072,Solar,,SRB
Serbia,2020,Other Renewables,0.0,0.0,Other Renewables,,SRB
Serbia,2020,Not Specified,0.0,,,,
Serbia,2020,Wind,91.1911,1048.69765,Wind,,SRB
Australia,2020,Nuclear,0.0,0.0,Nuclear,0.0,AUS
Australia,2020,Hydro,1268.3681,30440.8344,Hydro,37873.600000000006,AUS
Australia,2020,Coal-Peat and Manufactured Gases,10433.3718,8555364.876,Coal-Peat and Manufactured Gases,468060.76,AUS
Australia,2020,Oil and Petroleum Products,300.0797,216057.384,Oil and Petroleum Products,521933.99999999994,AUS
Australia,2020,Natural Gas,3674.5505,1800529.745,Natural Gas,423173.4,AUS
Australia,2020,Combustible Renewables,253.3519,58270.937,,,
Australia,2020,Other Combustible Non-Renewables,0.0,0.0,,,
Australia,2020,Geothermal,0.0,0.0,,,
Australia,2020,Solar,1632.0286,78337.37280000001,Solar,62622.658,AUS
Australia,2020,Other Renewables,0.0,0.0,Other Renewables,10886.77,AUS
Australia,2020,Not Specified,0.0,,,,
Australia,2020,Wind,1598.7827,18386.00105,Wind,59372.234,AUS
Austria,2020,Nuclear,0.0,0.0,Nuclear,0.0,AUT
Austria,2020,Hydro,3198.7043,76768.9032,Hydro,110298.97,AUT
Austria,2020,Coal-Peat and Manufactured Gases,136.9451,112294.982,Coal-Peat and Manufactured Gases,29031.853000000003,AUT
Austria,2020,Oil and Petroleum Products,37.4627,26973.144,Oil and Petroleum Products,133029.37,AUT
Austria,2020,Natural Gas,460.0445,225421.805,Natural Gas,85272.48400000001,AUT
Austria,2020,Combustible Renewables,363.6266,83634.118,,,
Austria,2020,Geothermal,0.0058,0.22039999999999998,,,
Austria,2020,Other Combustible Non-Renewables,50.891,41730.62,,,
Austria,2020,Solar,265.394,12738.912,Solar,5365.335499999999,AUT
Austria,2020,Other Renewables,0.0,0.0,Other Renewables,14687.721,AUT
Austria,2020,Not Specified,1.023,,,,
Austria,2020,Wind,382.6592,4400.5808,Wind,17836.521,AUT
Belgium,2020,Nuclear,2943.5077,35322.0924,Nuclear,86781.52500000001,BEL
Belgium,2020,Hydro,113.5819,2725.9656,Hydro,700.95664,BEL
Belgium,2020,Coal-Peat and Manufactured Gases,142.3011,116686.902,Coal-Peat and Manufactured Gases,27931.015,BEL
Belgium,2020,Oil and Petroleum Products,6.8691,4945.752,Oil and Petroleum Products,307183.32,BEL
Belgium,2020,Natural Gas,1307.194,640525.06,Natural Gas,169981.8,BEL
Belgium,2020,Combustible Renewables,447.1937,102854.551,,,
Belgium,2020,Other Combustible Non-Renewables,108.4502,88929.164,,,
Belgium,2020,Geothermal,0.0,0.0,,,
Belgium,2020,Solar,692.2705,33228.984,Solar,13426.116,BEL
Belgium,2020,Other Renewables,0.0,0.0,Other Renewables,16818.447,BEL
Belgium,2020,Not Specified,53.3085,,,,
Belgium,2020,Wind,671.2809,7719.73035,Wind,33665.35,BEL
Canada,2020,Nuclear,7537.5143,90450.17159999999,Nuclear,245748.95,CAN
Canada,2020,Hydro,29082.6004,697982.4096,Hydro,1015178.3,CAN
Canada,2020,Coal-Peat and Manufactured Gases,2643.4137,2167599.234,Coal-Peat and Manufactured Gases,146178.05000000002,CAN
Canada,2020,Oil and Petroleum Products,322.2141,231994.15199999997,Oil and Petroleum Products,1101597.9,CAN
Canada,2020,Natural Gas,4988.8836,2444552.964,Natural Gas,1152905.2,CAN
Canada,2020,Combustible Renewables,685.2434,157605.982,,,
Canada,2020,Other Combustible Non-Renewables,9.0928,7456.096,,,
Canada,2020,Geothermal,0.0,0.0,,,
Canada,2020,Solar,382.6227,18365.889600000002,Solar,11241.581999999999,CAN
Canada,2020,Other Renewables,0.0,0.0,Other Renewables,31954.548,CAN
Canada,2020,Not Specified,25.75,,,,
Canada,2020,Wind,2977.5745,34242.10675,Wind,93927.87,CAN
Chile,2020,Nuclear,0.0,0.0,Nuclear,0.0,CHL
Chile,2020,Hydro,980.8226,23539.7424,Hydro,57045.450000000004,CHL
Chile,2020,Coal-Peat and Manufactured Gases,2367.5711,1941408.302,Coal-Peat and Manufactured Gases,73145.775,CHL
Chile,2020,Oil and Petroleum Products,117.4244,84545.568,Oil and Petroleum Products,192555.74,CHL
Chile,2020,Natural Gas,1793.4448,878787.952,Natural Gas,62354.354999999996,CHL
Chile,2020,Combustible Renewables,488.0302,112246.946,,,
Chile,2020,Other Combustible Non-Renewables,0.0,0.0,,,
Chile,2020,Geothermal,21.7403,826.1314,,,
Chile,2020,Solar,557.0637,26739.0576,Solar,19998.781000000003,CHL
Chile,2020,Other Renewables,0.0,0.0,Other Renewables,22664.268,CHL
Chile,2020,Not Specified,0.0,,,,
Chile,2020,Wind,350.5912,4031.7988000000005,Wind,14713.266000000001,CHL
Colombia,2020,Nuclear,0.0,0.0,Nuclear,0.0,COL
Colombia,2020,Hydro,3362.9603,80711.0472,Hydro,130887.30000000002,COL
Colombia,2020,Coal-Peat and Manufactured Gases,887.4217,727685.794,Coal-Peat and Manufactured Gases,47479.86,COL
Colombia,2020,Oil and Petroleum Products,216.05,155556.0,Oil and Petroleum Products,185176.24000000002,COL
Colombia,2020,Natural Gas,1023.5144,501522.056,Natural Gas,131226.76,COL
Colombia,2020,Combustible Renewables,173.7692,39966.916,,,
Colombia,2020,Geothermal,0.0,0.0,,,
Colombia,2020,Other Combustible Non-Renewables,0.0,0.0,,,
Colombia,2020,Solar,15.0527,722.5296,Solar,501.09607,COL
Colombia,2020,Other Renewables,0.0,0.0,Other Renewables,9004.113,COL
Colombia,2020,Not Specified,0.0,,,,
Colombia,2020,Wind,0.0,0.0,Wind,26.578056,COL
Czech Republic,2020,Nuclear,1752.0724,21024.8688,Nuclear,75714.36,CZE
Czech Republic,2020,Hydro,273.2625,6558.3,Hydro,5631.4344,CZE
Czech Republic,2020,Coal-Peat and Manufactured Gases,2037.8196,1671012.072,Coal-Peat and Manufactured Gases,145435.29,CZE
Czech Republic,2020,Oil and Petroleum Products,3.2907,2369.304,Oil and Petroleum Products,102484.43000000001,CZE
Czech Republic,2020,Natural Gas,346.0917,169584.933,Natural Gas,84623.75,CZE
Czech Republic,2020,Combustible Renewables,379.6293,87314.739,,,
Czech Republic,2020,Geothermal,0.0,0.0,,,
Czech Republic,2020,Other Combustible Non-Renewables,5.9773,4901.386,,,
Czech Republic,2020,Solar,332.0712,15939.417599999999,Solar,5875.714300000001,CZE
Czech Republic,2020,Other Renewables,0.0,0.0,Other Renewables,16640.915,CZE
Czech Republic,2020,Not Specified,8.8319,,,,
Czech Republic,2020,Wind,48.3844,556.4205999999999,Wind,1835.9956,CZE
Denmark,2020,Nuclear,0.0,0.0,Nuclear,0.0,DNK
Denmark,2020,Hydro,1.3989,33.5736,Hydro,44.815,DNK
Denmark,2020,Coal-Peat and Manufactured Gases,205.1107,168190.774,Coal-Peat and Manufactured Gases,9309.924,DNK
Denmark,2020,Oil and Petroleum Products,15.9718,11499.696,Oil and Petroleum Products,76058.43000000001,DNK
Denmark,2020,Natural Gas,71.188,34882.12,Natural Gas,23225.88,DNK
Denmark,2020,Combustible Renewables,444.9772,102344.756,,,
Denmark,2020,Geothermal,0.0,0.0,,,
Denmark,2020,Other Combustible Non-Renewables,60.9368,49968.176,,,
Denmark,2020,Solar,154.9354,7436.899199999999,Solar,3100.4183,DNK
Denmark,2020,Other Renewables,0.0,0.0,Other Renewables,18894.84,DNK
Denmark,2020,Not Specified,0.0,,,,
Denmark,2020,Wind,1211.359,13930.6285,Wind,42887.863000000005,DNK
Estonia,2020,Nuclear,0.0,0.0,Nuclear,0.0,EST
Estonia,2020,Hydro,3.0,72.0,Hydro,78.78860999999999,EST
Estonia,2020,Coal-Peat and Manufactured Gases,124.9546,102462.772,Coal-Peat and Manufactured Gases,29107.563,EST
Estonia,2020,Oil and Petroleum Products,0.9041,650.952,Oil and Petroleum Products,16054.46,EST
Estonia,2020,Natural Gas,1.1047,541.303,Natural Gas,4300.5,EST
Estonia,2020,Combustible Renewables,77.5024,17825.552,,,
Estonia,2020,Geothermal,0.0,0.0,,,
Estonia,2020,Other Combustible Non-Renewables,3.1213,2559.466,,,
Estonia,2020,Solar,30.686,1472.928,Solar,643.4408000000001,EST
Estonia,2020,Other Renewables,0.0,0.0,Other Renewables,5910.366,EST
Estonia,2020,Not Specified,0.0,,,,
Estonia,2020,Wind,78.4855,902.58325,Wind,2216.5879999999997,EST
Finland,2020,Nuclear,1925.6205,23107.446,Nuclear,58697.433,FIN
Finland,2020,Hydro,1327.1526,31851.662399999997,Hydro,41714.25,FIN
Finland,2020,Coal-Peat and Manufactured Gases,515.8193,422971.826,Coal-Peat and Manufactured Gases,31428.888,FIN
Finland,2020,Oil and Petroleum Products,13.359,9618.48,Oil and Petroleum Products,98077.87999999999,FIN
Finland,2020,Natural Gas,209.7089,102757.361,Natural Gas,20718.054,FIN
Finland,2020,Combustible Renewables,1012.8145,232947.335,,,
Finland,2020,Other Combustible Non-Renewables,39.6918,32547.276,,,
Finland,2020,Geothermal,0.0,0.0,,,
Finland,2020,Solar,20.2954,974.1792,Solar,573.7679999999999,FIN
Finland,2020,Other Renewables,0.0,0.0,Other Renewables,36933.329999999994,FIN
Finland,2020,Not Specified,15.5,,,,
Finland,2020,Wind,628.7846,7231.022899999999,Wind,21681.792999999998,FIN
France,2020,Nuclear,26823.525,321882.3,Nuclear,891721.3,FRA
France,2020,Hydro,5189.2619,124542.2856,Hydro,162052.02,FRA
France,2020,Coal-Peat and Manufactured Gases,183.2489,150264.098,Coal-Peat and Manufactured Gases,55982.357,FRA
France,2020,Oil and Petroleum Products,415.9385,299475.72,Oil and Petroleum Products,728388.55,FRA
France,2020,Natural Gas,715.8606,350771.694,Natural Gas,405828.37,FRA
France,2020,Combustible Renewables,1168.5066,268756.518,,,
France,2020,Other Combustible Non-Renewables,182.0833,149308.306,,,
France,2020,Geothermal,9.9999,379.9962,,,
France,2020,Solar,1329.5759,63819.643200000006,Solar,33396.385,FRA
France,2020,Other Renewables,39.6552,951.7248000000001,Other Renewables,28128.174000000003,FRA
France,2020,Not Specified,48.2798,,,,
France,2020,Wind,2298.9303,26437.69845,Wind,104869.13,FRA
Germany,2020,Nuclear,4724.4553,56693.463599999995,Nuclear,162255.0,DEU
Germany,2020,Hydro,1968.152,47235.648,Hydro,48118.87,DEU
Germany,2020,Coal-Peat and Manufactured Gases,6648.2471,5451562.622,Coal-Peat and Manufactured Gases,514866.6,DEU
Germany,2020,Oil and Petroleum Products,312.9619,225332.568,Oil and Petroleum Products,1168204.6,DEU
Germany,2020,Natural Gas,5319.618,2606612.82,Natural Gas,871074.95,DEU
Germany,2020,Combustible Renewables,3807.2433,875665.959,,,
Germany,2020,Geothermal,17.7436,674.2568,,,
Germany,2020,Other Combustible Non-Renewables,458.0144,375571.808,,,
Germany,2020,Solar,6708.1239,321989.9472,Solar,129990.8,DEU
Germany,2020,Other Renewables,0.0,0.0,Other Renewables,163162.16,DEU
Germany,2020,Not Specified,92.1162,,,,
Germany,2020,Wind,8746.3773,100583.33895,Wind,346938.08,DEU
Greece,2020,Nuclear,0.0,0.0,Nuclear,0.0,GRC
Greece,2020,Hydro,287.8369,6908.0856,Hydro,8781.489000000001,GRC
Greece,2020,Coal-Peat and Manufactured Gases,353.7618,290084.676,Coal-Peat and Manufactured Gases,21294.855,GRC
Greece,2020,Oil and Petroleum Products,268.1038,193034.73599999998,Oil and Petroleum Products,143486.11,GRC
Greece,2020,Natural Gas,1028.2592,503847.008,Natural Gas,63426.598,GRC
Greece,2020,Combustible Renewables,38.0692,8755.916,,,
Greece,2020,Geothermal,0.0,0.0,,,
Greece,2020,Other Combustible Non-Renewables,3.0446,2496.572,,,
Greece,2020,Solar,373.2312,17915.0976,Solar,11678.725,GRC
Greece,2020,Other Renewables,0.0,0.0,Other Renewables,1447.8369,GRC
Greece,2020,Not Specified,0.0,,,,
Greece,2020,Wind,772.3666,8882.2159,Wind,24451.025,GRC
Hungary,2020,Nuclear,1381.9152,16582.982399999997,Nuclear,40461.433,HUN
Hungary,2020,Hydro,21.738,521.712,Hydro,640.8144,HUN
Hungary,2020,Coal-Peat and Manufactured Gases,221.5255,181650.91,Coal-Peat and Manufactured Gases,19594.992000000002,HUN
Hungary,2020,Oil and Petroleum Products,3.9849,2869.128,Oil and Petroleum Products,89379.326,HUN
Hungary,2020,Natural Gas,457.6341,224240.709,Natural Gas,101929.72,HUN
Hungary,2020,Combustible Renewables,138.0775,31757.824999999997,,,
Hungary,2020,Geothermal,0.7676,29.1688,,,
Hungary,2020,Other Combustible Non-Renewables,22.8555,18741.51,,,
Hungary,2020,Solar,306.4019,14707.291200000001,Solar,6458.045,HUN
Hungary,2020,Other Renewables,0.0,0.0,Other Renewables,6919.523,HUN
Hungary,2020,Not Specified,11.0833,,,,
Hungary,2020,Wind,37.3562,429.5963,Wind,1720.2194,HUN
Iceland,2020,Nuclear,0.0,0.0,Nuclear,0.0,ISL
Iceland,2020,Hydro,1047.9124,25149.897599999997,Hydro,34554.012,ISL
Iceland,2020,Coal-Peat and Manufactured Gases,0.0,0.0,Coal-Peat and Manufactured Gases,961.2319,ISL
Iceland,2020,Oil and Petroleum Products,0.114,82.08,Oil and Petroleum Products,7309.9427,ISL
Iceland,2020,Natural Gas,0.0,0.0,Natural Gas,,ISL
Iceland,2020,Combustible Renewables,0.0,0.0,,,
Iceland,2020,Other Combustible Non-Renewables,0.0,0.0,,,
Iceland,2020,Geothermal,511.8026,19448.4988,,,
Iceland,2020,Solar,0.0,0.0,Solar,0.0,ISL
Iceland,2020,Other Renewables,0.0,0.0,Other Renewables,15021.77,ISL
Iceland,2020,Not Specified,0.0,,,,
Iceland,2020,Wind,0.5439,6.25485,Wind,17.491888,ISL
Ireland,2020,Nuclear,0.0,0.0,Nuclear,0.0,IRL
Ireland,2020,Hydro,59.0227,1416.5448000000001,Hydro,2449.422,IRL
Ireland,2020,Coal-Peat and Manufactured Gases,148.5977,121850.114,Coal-Peat and Manufactured Gases,10059.4015,IRL
Ireland,2020,Oil and Petroleum Products,11.5112,8288.064,Oil and Petroleum Products,75046.776,IRL
Ireland,2020,Natural Gas,1310.3267,642060.083,Natural Gas,53080.83,IRL
Ireland,2020,Combustible Renewables,78.4482,18043.086,,,
Ireland,2020,Geothermal,0.0,0.0,,,
Ireland,2020,Other Combustible Non-Renewables,19.8474,16274.868,,,
Ireland,2020,Solar,7.0976,340.6848,Solar,139.6425,IRL
Ireland,2020,Other Renewables,0.0,0.0,Other Renewables,2948.8719,IRL
Ireland,2020,Not Specified,0.0,,,,
Ireland,2020,Wind,576.8962,6634.3063,Wind,30332.115,IRL
Italy,2020,Nuclear,0.0,0.0,Nuclear,0.0,ITA
Italy,2020,Hydro,3713.279,89118.696,Hydro,125100.2,ITA
Italy,2020,Coal-Peat and Manufactured Gases,904.625,741792.5,Coal-Peat and Manufactured Gases,59252.834,ITA
Italy,2020,Oil and Petroleum Products,603.9622,434852.78400000004,Oil and Petroleum Products,585491.64,ITA
Italy,2020,Natural Gas,8039.1568,3939186.832,Natural Gas,676251.6000000001,ITA
Italy,2020,Combustible Renewables,1562.9408,359476.384,,,
Italy,2020,Other Combustible Non-Renewables,144.4654,118461.62799999998,,,
Italy,2020,Geothermal,477.0722,18128.7436,,,
Italy,2020,Solar,2598.3785,124722.16799999999,Solar,65503.590000000004,ITA
Italy,2020,Other Renewables,0.0,0.0,Other Renewables,77861.93000000001,ITA
Italy,2020,Not Specified,35.4863,,,,
Italy,2020,Wind,1259.141,14480.1215,Wind,49273.388,ITA
Japan,2020,Nuclear,4582.2293,54986.7516,Nuclear,108366.34999999999,JPN
Japan,2020,Hydro,8252.2297,198053.51279999997,Hydro,205722.95,JPN
Japan,2020,Coal-Peat and Manufactured Gases,21388.1812,17538308.584,Coal-Peat and Manufactured Gases,1270751.8,JPN
Japan,2020,Oil and Petroleum Products,1392.514,1002610.0799999998,Oil and Petroleum Products,1877526.7,JPN
Japan,2020,Natural Gas,23419.1748,11475395.652,Natural Gas,1041275.0000000001,JPN
Japan,2020,Combustible Renewables,1893.1095,435415.185,,,
Japan,2020,Geothermal,219.342,8334.996000000001,,,
Japan,2020,Other Combustible Non-Renewables,1319.6564,1082118.248,,,
Japan,2020,Solar,7677.3031,368510.5488,Solar,199389.88,JPN
Japan,2020,Other Renewables,0.0,0.0,Other Renewables,94993.84000000001,JPN
Japan,2020,Not Specified,1405.9869,,,,
Japan,2020,Wind,820.3099,9433.56385,Wind,22074.375,JPN
Korea,2020,Nuclear,13039.3358,156472.02960000004,Nuclear,403691.25,KOR
Korea,2020,Hydro,501.0632,12025.516800000001,Hydro,10182.726999999999,KOR
Korea,2020,Coal-Peat and Manufactured Gases,14587.2854,11961574.028,Coal-Peat and Manufactured Gases,840159.3,KOR
Korea,2020,Oil and Petroleum Products,392.8477,282850.344,Oil and Petroleum Products,1405675.3,KOR
Korea,2020,Natural Gas,10189.957,4993078.93,Natural Gas,575373.1,KOR
Korea,2020,Combustible Renewables,648.44,149141.2,,,
Korea,2020,Other Combustible Non-Renewables,73.8557,60561.674,,,
Korea,2020,Geothermal,0.0,0.0,,,
Korea,2020,Solar,1987.0652,95379.1296,Solar,50787.083000000006,KOR
Korea,2020,Other Renewables,34.1772,820.2528,Other Renewables,44798.782,KOR
Korea,2020,Not Specified,332.5941,,,,
Korea,2020,Wind,310.9979,3576.4758500000003,Wind,8272.6755,KOR
Latvia,2020,Nuclear,0.0,0.0,Nuclear,0.0,LVA
Latvia,2020,Hydro,214.8346,5156.0304,Hydro,6836.341,LVA
Latvia,2020,Coal-Peat and Manufactured Gases,0.0,0.0,Coal-Peat and Manufactured Gases,286.11111999999997,LVA
Latvia,2020,Oil and Petroleum Products,0.0,0.0,Oil and Petroleum Products,19206.448,LVA
Latvia,2020,Natural Gas,78.0702,38254.398,Natural Gas,10731.875,LVA
Latvia,2020,Combustible Renewables,68.9704,15863.192,,,
Latvia,2020,Geothermal,0.0,0.0,,,
Latvia,2020,Other Combustible Non-Renewables,0.0,0.0,,,
Latvia,2020,Solar,0.6107,29.3136,Solar,12.729611,LVA
Latvia,2020,Other Renewables,0.0,0.0,Other Renewables,2760.6118,LVA
Latvia,2020,Not Specified,0.0,,,,
Latvia,2020,Wind,14.9219,171.60185,Wind,464.43832000000003,LVA
Lithuania,2020,Nuclear,0.0,0.0,Nuclear,0.0,LTU
Lithuania,2020,Hydro,77.5195,1860.4679999999998,Hydro,789.19995,LTU
Lithuania,2020,Coal-Peat and Manufactured Gases,0.0,0.0,Coal-Peat and Manufactured Gases,1801.487,LTU
Lithuania,2020,Oil and Petroleum Products,9.8851,7117.272,Oil and Petroleum Products,36593.956,LTU
Lithuania,2020,Natural Gas,39.7839,19494.111,Natural Gas,23604.84,LTU
Lithuania,2020,Combustible Renewables,50.1954,11544.942,,,
Lithuania,2020,Other Combustible Non-Renewables,9.9412,8151.784,,,
Lithuania,2020,Geothermal,0.0,0.0,,,
Lithuania,2020,Solar,13.7712,661.0176,Solar,338.2661,LTU
Lithuania,2020,Other Renewables,0.0,0.0,Other Renewables,1896.4885,LTU
Lithuania,2020,Not Specified,16.4899,,,,
Lithuania,2020,Wind,141.9615,1632.55725,Wind,4075.2129999999997,LTU
Luxembourg,2020,Nuclear,0.0,0.0,Nuclear,0.0,LUX
Luxembourg,2020,Hydro,100.5476,2413.1423999999997,Hydro,240.57332,LUX
Luxembourg,2020,Coal-Peat and Manufactured Gases,0.0,0.0,Coal-Peat and Manufactured Gases,447.08055,LUX
Luxembourg,2020,Oil and Petroleum Products,0.0,0.0,Oil and Petroleum Products,28461.853000000003,LUX
Luxembourg,2020,Natural Gas,12.1321,5944.729,Natural Gas,7225.361999999999,LUX
Luxembourg,2020,Combustible Renewables,29.8456,6864.488,,,
