Country,Year,Product,Value,total emissions CO2 (KgCo2),Energy Type,consumption (GWh),iso_alpha
Hungary,2019,Other Renewables,0.0,0.0,Other Renewables,7154.569,HUN
Hungary,2019,Not Specified,8.5,,,,
Hungary,2019,Wind,34.0797,391.91655000000003,Wind,1921.6238,HUN
Iceland,2019,Nuclear,0.0,0.0,Nuclear,0.0,ISL
Iceland,2019,Hydro,1066.7837,25602.808799999995,Hydro,35484.05,ISL
Iceland,2019,Coal-Peat and Manufactured Gases,0.0,0.0,Coal-Peat and Manufactured Gases,1305.5555000000002,ISL
Iceland,2019,Oil and Petroleum Products,0.128,92.16,Oil and Petroleum Products,11098.069000000001,ISL
Iceland,2019,Natural Gas,0.0,0.0,Natural Gas,,ISL
Iceland,2019,Combustible Renewables,0.0,0.0,,,
Iceland,2019,Other Combustible Non-Renewables,0.0,0.0,,,
Iceland,2019,Geothermal,474.6773,18037.737399999998,,,
Iceland,2019,Solar,0.0,0.0,Solar,0.0,ISL
Iceland,2019,Other Renewables,0.0,0.0,Other Renewables,15222.690999999999,ISL
Iceland,2019,Not Specified,0.0,,,,
Iceland,2019,Wind,0.3351,3.85365,Wind,17.316194,ISL
Ireland,2019,Nuclear,0.0,0.0,Nuclear,0.0,IRL
Ireland,2019,Hydro,35.8107,859.4567999999999,Hydro,2337.0109,IRL
Ireland,2019,Coal-Peat and Manufactured Gases,6.4861,5318.602,Coal-Peat and Manufactured Gases,11740.788999999999,IRL
Ireland,2019,Oil and Petroleum Products,18.1905,13097.16,Oil and Petroleum Products,88716.35,IRL
Ireland,2019,Natural Gas,1598.4509,783240.941,Natural Gas,53158.844000000005,IRL
Ireland,2019,Combustible Renewables,64.7231,14886.313,,,
Ireland,2019,Other Combustible Non-Renewables,9.1944,7539.408,,,
Ireland,2019,Geothermal,0.0,0.0,,,
Ireland,2019,Solar,4.8371,232.1808,Solar,87.675,IRL
Ireland,2019,Other Renewables,0.0,0.0,Other Renewables,2728.6484,IRL
Ireland,2019,Not Specified,0.0,,,,
Ireland,2019,Wind,495.0156,5692.6794,Wind,26411.085,IRL
Italy,2019,Nuclear,0.0,0.0,Nuclear,0.0,ITA
Italy,2019,Hydro,5246.0063,125904.15120000001,Hydro,122194.45,ITA
Italy,2019,Coal-Peat and Manufactured Gases,1952.2747,1600865.254,Coal-Peat and Manufactured Gases,77534.42,ITA
Italy,2019,Oil and Petroleum Products,932.6616,671516.352,Oil and Petroleum Products,709052.0,ITA
Italy,2019,Natural Gas,13015.3182,6377505.918,Natural Gas,707906.1000000001,ITA
Italy,2019,Combustible Renewables,1570.7145,361264.335,,,
Italy,2019,Geothermal,479.9833,18239.3654,,,
Italy,2019,Other Combustible Non-Renewables,223.084,182928.88,,,
Italy,2019,Solar,2857.9733,137182.7184,Solar,62443.287,ITA
Italy,2019,Other Renewables,0.0,0.0,Other Renewables,77814.09,ITA
Italy,2019,Not Specified,47.4488,,,,
Italy,2019,Wind,1240.0248,14260.285199999998,Wind,53251.91499999999,ITA
Japan,2019,Nuclear,5052.6018,60631.221600000004,Nuclear,166024.55000000002,JPN
Japan,2019,Hydro,9406.1029,225746.46959999998,Hydro,194849.37,JPN
Japan,2019,Coal-Peat and Manufactured Gases,28508.7292,23377157.944,Coal-Peat and Manufactured Gases,1362593.8,JPN
Japan,2019,Oil and Petroleum Products,2945.2726,2120596.272,Oil and Petroleum Products,2112394.3,JPN
Japan,2019,Natural Gas,29752.57,14578759.3,Natural Gas,1081232.8,JPN
Japan,2019,Combustible Renewables,2003.139,460721.97,,,
Japan,2019,Other Combustible Non-Renewables,1202.539,986081.98,,,
Japan,2019,Geothermal,194.9523,7408.187400000001,,,
Japan,2019,Solar,5707.7391,273971.4768,Solar,177741.81999999998,JPN
Japan,2019,Other Renewables,0.0,0.0,Other Renewables,86268.22,JPN
Japan,2019,Not Specified,1564.063,,,,
Japan,2019,Wind,395.9348,4553.2502,Wind,19651.531,JPN
Korea,2019,Nuclear,11103.5067,133242.0804,Nuclear,369073.89999999997,KOR
Korea,2019,Hydro,562.4248,13498.1952,Hydro,7350.88,KOR
Korea,2019,Coal-Peat and Manufactured Gases,21736.9731,17824317.942,Coal-Peat and Manufactured Gases,955366.1,KOR
Korea,2019,Oil and Petroleum Products,792.8518,570853.296,Oil and Petroleum Products,1475317.0,KOR
Korea,2019,Natural Gas,11933.8297,5847576.553,Natural Gas,560338.26,KOR
Korea,2019,Combustible Renewables,721.406,165923.38,,,
Korea,2019,Other Combustible Non-Renewables,72.8406,59729.291999999994,,,
Korea,2019,Geothermal,0.0,0.0,,,
Korea,2019,Solar,1103.0411,52945.972799999996,Solar,37412.12,KOR
Korea,2019,Other Renewables,39.6289,951.0936,Other Renewables,42617.645000000004,KOR
Korea,2019,Not Specified,0.0,,,,
Korea,2019,Wind,187.6596,2158.0854,Wind,7062.422299999999,KOR
Latvia,2019,Nuclear,0.0,0.0,Nuclear,0.0,LVA
Latvia,2019,Hydro,64.9967,1559.9208,Hydro,5555.454,LVA
Latvia,2019,Coal-Peat and Manufactured Gases,0.0,0.0,Coal-Peat and Manufactured Gases,476.66666000000004,LVA
Latvia,2019,Oil and Petroleum Products,0.0,0.0,Oil and Petroleum Products,21895.447,LVA
Latvia,2019,Natural Gas,211.7749,103769.701,Natural Gas,13118.875,LVA
Latvia,2019,Combustible Renewables,53.9492,12408.316,,,
Latvia,2019,Other Combustible Non-Renewables,0.0,0.0,,,
Latvia,2019,Geothermal,0.0,0.0,,,
Latvia,2019,Solar,0.4883,23.4384,Solar,8.269056,LVA
Latvia,2019,Other Renewables,0.0,0.0,Other Renewables,2960.5139999999997,LVA
Latvia,2019,Not Specified,0.0,,,,
Latvia,2019,Wind,9.029,103.8335,Wind,405.93721999999997,LVA
Lithuania,2019,Nuclear,0.0,0.0,Nuclear,0.0,LTU
Lithuania,2019,Hydro,101.306,2431.344,Hydro,910.4649999999999,LTU
Lithuania,2019,Coal-Peat and Manufactured Gases,0.0,0.0,Coal-Peat and Manufactured Gases,2308.5550000000003,LTU
Lithuania,2019,Oil and Petroleum Products,3.6687,2641.464,Oil and Petroleum Products,39038.98,LTU
Lithuania,2019,Natural Gas,29.9454,14673.246,Natural Gas,21571.56,LTU
Lithuania,2019,Combustible Renewables,25.6435,5898.005,,,
Lithuania,2019,Geothermal,0.0,0.0,,,
Lithuania,2019,Other Combustible Non-Renewables,5.0472,4138.704,,,
Lithuania,2019,Solar,11.6144,557.4911999999999,Solar,240.13694999999998,LTU
Lithuania,2019,Other Renewables,0.0,0.0,Other Renewables,1702.0831999999998,LTU
Lithuania,2019,Not Specified,20.0202,,,,
Lithuania,2019,Wind,99.6918,1146.4557,Wind,3952.3768,LTU
Luxembourg,2019,Nuclear,0.0,0.0,Nuclear,0.0,LUX
Luxembourg,2019,Hydro,50.0022,1200.0528,Hydro,281.825,LUX
Luxembourg,2019,Coal-Peat and Manufactured Gases,0.0,0.0,Coal-Peat and Manufactured Gases,532.1655,LUX
Luxembourg,2019,Oil and Petroleum Products,0.0,0.0,Oil and Petroleum Products,35056.538,LUX
Luxembourg,2019,Natural Gas,7.6306,3738.994,Natural Gas,7955.588,LUX
Luxembourg,2019,Combustible Renewables,27.6531,6360.213,,,
Luxembourg,2019,Other Combustible Non-Renewables,7.1836,5890.552,,,
Luxembourg,2019,Geothermal,0.0,0.0,,,
Luxembourg,2019,Solar,19.7134,946.2432,Solar,343.6914,LUX
Luxembourg,2019,Other Renewables,0.0,0.0,Other Renewables,887.84474,LUX
Luxembourg,2019,Not Specified,0.0,,,,
Luxembourg,2019,Wind,12.1633,139.87794999999997,Wind,741.4541,LUX
Mexico,2019,Nuclear,1100.0519,13200.6228,Nuclear,28304.321,MEX
Mexico,2019,Hydro,2528.0574,60673.3776,Hydro,62215.35,MEX
Mexico,2019,Coal-Peat and Manufactured Gases,2839.5725,2328449.45,Coal-Peat and Manufactured Gases,150414.84,MEX
Mexico,2019,Oil and Petroleum Products,3965.5177,2855172.744,Oil and Petroleum Products,974051.5,MEX
Mexico,2019,Natural Gas,16648.9347,8157978.0030000005,Natural Gas,933893.5,MEX
Mexico,2019,Combustible Renewables,0.0,0.0,,,
Mexico,2019,Other Combustible Non-Renewables,12.5829,10317.978,,,
Mexico,2019,Geothermal,481.0012,18278.045599999998,,,
Mexico,2019,Solar,770.8801,37002.2448,Solar,26265.673,MEX
Mexico,2019,Other Renewables,0.0,0.0,Other Renewables,19481.138000000003,MEX
Mexico,2019,Not Specified,1071.1667,,,,
Mexico,2019,Wind,1782.0849,20493.97635,Wind,44091.67,MEX
Netherlands,2019,Nuclear,308.644,3703.728,Nuclear,9889.583999999999,NLD
Netherlands,2019,Hydro,0.9871,23.690399999999997,Hydro,195.54166,NLD
Netherlands,2019,Coal-Peat and Manufactured Gases,1147.9214,941295.548,Coal-Peat and Manufactured Gases,74694.44,NLD
Netherlands,2019,Oil and Petroleum Products,82.986,59749.92,Oil and Petroleum Products,494706.73,NLD
Netherlands,2019,Natural Gas,5564.7637,2726734.213,Natural Gas,371611.10000000003,NLD
Netherlands,2019,Combustible Renewables,402.0847,92479.481,,,
Netherlands,2019,Other Combustible Non-Renewables,132.9548,109022.936,,,
Netherlands,2019,Geothermal,0.0,0.0,,,
Netherlands,2019,Solar,817.254,39228.192,Solar,14232.684000000001,NLD
Netherlands,2019,Other Renewables,0.0,0.0,Other Renewables,18583.979,NLD
Netherlands,2019,Not Specified,45.6138,,,,
Netherlands,2019,Wind,552.2549,6350.931350000001,Wind,30334.578,NLD
New Zealand,2019,Nuclear,0.0,0.0,Nuclear,0.0,NZL
New Zealand,2019,Hydro,2375.5506,57013.2144,Hydro,67477.34,NZL
New Zealand,2019,Coal-Peat and Manufactured Gases,119.8477,98275.114,Coal-Peat and Manufactured Gases,16648.094,NZL
New Zealand,2019,Oil and Petroleum Products,0.3916,281.952,Oil and Petroleum Products,101949.43000000001,NZL
New Zealand,2019,Natural Gas,527.6067,258527.28300000002,Natural Gas,48044.020000000004,NZL
New Zealand,2019,Combustible Renewables,60.4023,13892.529,,,
New Zealand,2019,Other Combustible Non-Renewables,0.0,0.0,,,
New Zealand,2019,Geothermal,663.4319,25210.412200000002,,,
New Zealand,2019,Solar,4.3452,208.5696,Solar,337.53416000000004,NZL
New Zealand,2019,Other Renewables,0.0,0.0,Other Renewables,23235.08,NZL
New Zealand,2019,Not Specified,3.7869,,,,
New Zealand,2019,Wind,177.343,2039.4444999999998,Wind,5945.8766000000005,NZL
Norway,2019,Nuclear,0.0,0.0,Nuclear,0.0,NOR
Norway,2019,Hydro,9190.0809,220561.94160000002,Hydro,330259.83,NOR
Norway,2019,Coal-Peat and Manufactured Gases,12.447,10206.54,Coal-Peat and Manufactured Gases,9074.54,NOR
Norway,2019,Oil and Petroleum Products,26.0515,18757.08,Oil and Petroleum Products,110243.15,NOR
Norway,2019,Natural Gas,162.2727,79513.623,Natural Gas,46099.327000000005,NOR
Norway,2019,Combustible Renewables,21.9079,5038.817,,,
Norway,2019,Other Combustible Non-Renewables,15.1982,12462.524,,,
Norway,2019,Geothermal,0.0,0.0,,,
Norway,2019,Solar,2.2742,109.1616,Solar,276.82972,NOR
Norway,2019,Other Renewables,0.0,0.0,Other Renewables,807.6436,NOR
Norway,2019,Not Specified,27.3542,,,,
Norway,2019,Wind,289.9907,3334.8930499999997,Wind,14563.746,NOR
Poland,2019,Nuclear,0.0,0.0,Nuclear,0.0,POL
Poland,2019,Hydro,127.0654,3049.5696000000003,Hydro,5162.33,POL
Poland,2019,Coal-Peat and Manufactured Gases,9131.357,7487712.74,Coal-Peat and Manufactured Gases,516078.3,POL
Poland,2019,Oil and Petroleum Products,0.0,0.0,Oil and Petroleum Products,379484.53,POL
Poland,2019,Natural Gas,1085.8935,532087.815,Natural Gas,208887.77,POL
Poland,2019,Combustible Renewables,606.8219,139569.037,,,
Poland,2019,Geothermal,0.0,0.0,,,
Poland,2019,Other Combustible Non-Renewables,144.0986,118160.852,,,
Poland,2019,Solar,92.7894,4453.8912,Solar,1873.3144,POL
Poland,2019,Other Renewables,0.0,0.0,Other Renewables,24525.654,POL
Poland,2019,Not Specified,19.0508,,,,
Poland,2019,Wind,897.2026,10317.8299,Wind,39820.995,POL
Portugal,2019,Nuclear,0.0,0.0,Nuclear,0.0,PRT
Portugal,2019,Hydro,446.8691,10724.858400000001,Hydro,23244.003,PRT
Portugal,2019,Coal-Peat and Manufactured Gases,798.8137,655027.234,Coal-Peat and Manufactured Gases,14518.099,PRT
Portugal,2019,Oil and Petroleum Products,110.0016,79201.152,Oil and Petroleum Products,139918.84,PRT
Portugal,2019,Natural Gas,1939.8754,950538.946,Natural Gas,61350.22,PRT
Portugal,2019,Combustible Renewables,277.2348,63764.004,,,
Portugal,2019,Geothermal,15.799,600.362,,,
Portugal,2019,Other Combustible Non-Renewables,25.5861,20980.602,,,
Portugal,2019,Solar,151.3322,7263.9456,Solar,3537.4748999999997,PRT
Portugal,2019,Other Renewables,0.0,0.0,Other Renewables,11279.219,PRT
Portugal,2019,Not Specified,0.0,,,,
Portugal,2019,Wind,707.8323,8140.07145,Wind,36025.833,PRT
Slovak Republic,2019,Nuclear,1069.0418,12828.5016,,,
Slovak Republic,2019,Hydro,276.1733,6628.159199999999,,,
Slovak Republic,2019,Coal-Peat and Manufactured Gases,236.5592,193978.544,,,
Slovak Republic,2019,Oil and Petroleum Products,35.029,25220.880000000005,,,
Slovak Republic,2019,Natural Gas,229.5533,112481.117,,,
Slovak Republic,2019,Combustible Renewables,131.5155,30248.565,,,
Slovak Republic,2019,Geothermal,0.0,0.0,,,
Slovak Republic,2019,Other Combustible Non-Renewables,2.446,2005.7200000000003,,,
Slovak Republic,2019,Solar,76.0,3648.0,,,
Slovak Republic,2019,Other Renewables,0.0,0.0,,,
Slovak Republic,2019,Not Specified,2.449,,,,
Slovak Republic,2019,Wind,0.0,0.0,,,
Slovenia,2019,Nuclear,503.6854,6044.2248,Nuclear,14724.686,SVN
Slovenia,2019,Hydro,350.9996,8423.9904,Hydro,11807.561,SVN
Slovenia,2019,Coal-Peat and Manufactured Gases,437.4889,358740.898,Coal-Peat and Manufactured Gases,12194.52,SVN
Slovenia,2019,Oil and Petroleum Products,0.0207,14.904,Oil and Petroleum Products,29976.591,SVN
Slovenia,2019,Natural Gas,21.9157,10738.693,Natural Gas,8567.109999999999,SVN
Slovenia,2019,Combustible Renewables,11.764,2705.72,,,
Slovenia,2019,Other Combustible Non-Renewables,0.9034,740.788,,,
Slovenia,2019,Geothermal,0.0,0.0,,,
Slovenia,2019,Solar,40.8062,1958.6976,Solar,798.8025,SVN
Slovenia,2019,Other Renewables,0.0,0.0,Other Renewables,817.88105,SVN
Slovenia,2019,Not Specified,0.0,,,,
Slovenia,2019,Wind,0.2775,3.1912500000000006,Wind,16.211223,SVN
Spain,2019,Nuclear,5123.0765,61476.918,Nuclear,147410.31,ESP
Spain,2019,Hydro,1610.9269,38662.2456,Hydro,59272.68,ESP
Spain,2019,Coal-Peat and Manufactured Gases,886.526,726951.32,Coal-Peat and Manufactured Gases,58984.08,ESP
Spain,2019,Oil and Petroleum Products,1055.058,759641.76,Oil and Petroleum Products,735607.0,ESP
Spain,2019,Natural Gas,9531.4092,4670390.508,Natural Gas,359744.72,ESP
Spain,2019,Combustible Renewables,484.0366,111328.418,,,
Spain,2019,Geothermal,0.0,0.0,,,
Spain,2019,Other Combustible Non-Renewables,75.0874,61571.668,,,
Spain,2019,Solar,1745.4128,83779.8144,Solar,39825.024,ESP
Spain,2019,Other Renewables,1.5833,37.999199999999995,Other Renewables,17994.663,ESP
Spain,2019,Not Specified,10.4167,,,,
Spain,2019,Wind,3420.6295,39337.23925,Wind,139941.31,ESP
Sweden,2019,Nuclear,5036.1398,60433.6776,Nuclear,167273.35,SWE
Sweden,2019,Hydro,4977.0149,119448.3576,Hydro,172121.64,SWE
Sweden,2019,Coal-Peat and Manufactured Gases,38.2462,31361.884,Coal-Peat and Manufactured Gases,22514.364,SWE
Sweden,2019,Oil and Petroleum Products,7.0156,5051.232,Oil and Petroleum Products,145295.96000000002,SWE
Sweden,2019,Natural Gas,1.5048,737.352,Natural Gas,10278.999,SWE
Sweden,2019,Combustible Renewables,710.1912,163343.976,,,
Sweden,2019,Geothermal,0.0,0.0,,,
Sweden,2019,Other Combustible Non-Renewables,137.8275,113018.54999999999,,,
Sweden,2019,Solar,116.5502,5594.409600000001,Solar,1747.6497,SWE
Sweden,2019,Other Renewables,0.0,0.0,Other Renewables,41613.575,SWE
Sweden,2019,Not Specified,0.0,,,,
Sweden,2019,Wind,1052.4916,12103.653400000001,Wind,52315.044,SWE
Switzerland,2019,Nuclear,2047.0,24564.0,Nuclear,63944.96,CHE
Switzerland,2019,Hydro,5075.7522,121818.05279999999,Hydro,99202.1,CHE
Switzerland,2019,Coal-Peat and Manufactured Gases,0.0,0.0,Coal-Peat and Manufactured Gases,1058.3333,CHE
Switzerland,2019,Oil and Petroleum Products,2.5921,1866.312,Oil and Petroleum Products,123532.84,CHE
Switzerland,2019,Natural Gas,45.2652,22179.948,Natural Gas,34058.334,CHE
Switzerland,2019,Combustible Renewables,140.8041,32384.943,,,
Switzerland,2019,Geothermal,0.0,0.0,,,
Switzerland,2019,Other Combustible Non-Renewables,93.9749,77059.418,,,
Switzerland,2019,Solar,334.6568,16063.526399999999,Solar,5741.1475,CHE
Switzerland,2019,Other Renewables,0.0,0.0,Other Renewables,5943.8844,CHE
Switzerland,2019,Not Specified,0.0,,,,
Switzerland,2019,Wind,6.9476,79.8974,Wind,384.85193,CHE
Republic of Turkiye,2019,Nuclear,0.0,0.0,Nuclear,0.0,TUR
Republic of Turkiye,2019,Hydro,7595.9051,182301.7224,Hydro,234134.37,TUR
Republic of Turkiye,2019,Coal-Peat and Manufactured Gases,10079.7924,8265429.768,Coal-Peat and Manufactured Gases,487526.45999999996,TUR
Republic of Turkiye,2019,Oil and Petroleum Products,19.1549,13791.528000000002,Oil and Petroleum Products,576530.8,TUR
Republic of Turkiye,2019,Natural Gas,5830.6956,2857040.844,Natural Gas,433613.43,TUR
Republic of Turkiye,2019,Combustible Renewables,256.0257,58885.91099999999,,,
Republic of Turkiye,2019,Other Combustible Non-Renewables,1.1866,973.0120000000002,,,
Republic of Turkiye,2019,Geothermal,487.1893,18513.1934,,,
Republic of Turkiye,2019,Solar,1049.5818,50379.9264,Solar,24382.292,TUR
Republic of Turkiye,2019,Other Renewables,0.0,0.0,Other Renewables,33888.367000000006,TUR
Republic of Turkiye,2019,Not Specified,56.6351,,,,
Republic of Turkiye,2019,Wind,1979.4931,22764.17065,Wind,57281.555,TUR
United Kingdom,2019,Nuclear,3708.1241,44497.4892,Nuclear,142115.65,GBR
United Kingdom,2019,Hydro,437.3778,10497.0672,Hydro,15638.960000000001,GBR
United Kingdom,2019,Coal-Peat and Manufactured Gases,150.572,123469.04,Coal-Peat and Manufactured Gases,68912.86499999999,GBR
United Kingdom,2019,Oil and Petroleum Products,115.687,83294.64,Oil and Petroleum Products,853756.0,GBR
United Kingdom,2019,Natural Gas,11058.9501,5418885.549,Natural Gas,778737.55,GBR
United Kingdom,2019,Combustible Renewables,2958.6794,680496.262,,,
United Kingdom,2019,Geothermal,0.0,0.0,,,
United Kingdom,2019,Other Combustible Non-Renewables,332.5866,272721.012,,,
United Kingdom,2019,Solar,1600.1012,76804.8576,Solar,32733.635,GBR
United Kingdom,2019,Other Renewables,1.1659,27.9816,Other Renewables,119835.98999999999,GBR
United Kingdom,2019,Not Specified,0.0,,,,
United Kingdom,2019,Wind,3517.7452,40454.0698,Wind,168267.0,GBR
United States,2019,Nuclear,72213.887,866566.644,Nuclear,2155131.6,USA
United States,2019,Hydro,26700.0776,640801.8624,Hydro,752484.86,USA
United States,2019,Coal-Peat and Manufactured Gases,105521.7958,86527872.556,Coal-Peat and Manufactured Gases,3150460.0,USA
United States,2019,Oil and Petroleum Products,3222.6931,2320339.032,Oil and Petroleum Products,10287683.0,USA
United States,2019,Natural Gas,170749.1499,83667083.451,Natural Gas,8509999.0,USA
United States,2019,Combustible Renewables,5326.4863,1225091.849,,,
United States,2019,Geothermal,1384.0901,52595.4238,,,
United States,2019,Other Combustible Non-Renewables,833.8226,683734.532,,,
United States,2019,Solar,10907.3609,523553.3232,Solar,284615.77999999997,USA
United States,2019,Other Renewables,0.0,0.0,Other Renewables,234432.85,USA
United States,2019,Not Specified,401.3226,,,,
United States,2019,Wind,21966.2065,252611.37475,Wind,787816.2,USA
Argentina,2019,Nuclear,740.595,8887.14,Nuclear,21353.770999999997,ARG
Argentina,2019,Hydro,2330.7422,55937.81280000001,Hydro,72501.11,ARG
Argentina,2019,Coal-Peat and Manufactured Gases,310.0549,254245.01799999998,Coal-Peat and Manufactured Gases,8123.962,ARG
Argentina,2019,Oil and Petroleum Products,475.9943,342715.896,Oil and Petroleum Products,321832.43,ARG
Argentina,2019,Natural Gas,7543.2281,3696181.769,Natural Gas,465589.14,ARG
Argentina,2019,Combustible Renewables,159.4721,36678.583,,,
Argentina,2019,Geothermal,0.0,0.0,,,
Argentina,2019,Other Combustible Non-Renewables,0.0,0.0,,,
Argentina,2019,Solar,53.5706,2571.3887999999997,Solar,2107.9817,ARG
Argentina,2019,Other Renewables,0.0,0.0,Other Renewables,4710.5803000000005,ARG
Argentina,2019,Not Specified,0.0,,,,
Argentina,2019,Wind,417.2914,4798.851100000001,Wind,13169.229,ARG
Brazil,2019,Nuclear,1401.827,16821.924,Nuclear,40797.35,BRA
Brazil,2019,Hydro,28529.7924,684715.0175999999,Hydro,1048792.8,BRA
Brazil,2019,Coal-Peat and Manufactured Gases,2245.3787,1841210.5340000002,Coal-Peat and Manufactured Gases,179512.39,BRA
Brazil,2019,Oil and Petroleum Products,865.7836,623364.192,Oil and Petroleum Products,1301594.7000000002,BRA
Brazil,2019,Natural Gas,5047.0251,2473042.299,Natural Gas,357333.47,BRA
Brazil,2019,Combustible Renewables,5848.1698,1345079.054,,,
Brazil,2019,Other Combustible Non-Renewables,185.3446,151982.572,,,
Brazil,2019,Geothermal,0.0,0.0,,,
Brazil,2019,Solar,536.5151,25752.724799999996,Solar,17541.286,BRA
Brazil,2019,Other Renewables,0.0,0.0,Other Renewables,175318.65,BRA
Brazil,2019,Not Specified,0.0,,,,
Brazil,2019,Wind,5187.0816,59651.43840000001,Wind,147576.54,BRA
Bulgaria,2019,Nuclear,1440.7861,17289.4332,Nuclear,41876.08,BGR
Bulgaria,2019,Hydro,275.6334,6615.201599999999,Hydro,7722.0783,BGR
Bulgaria,2019,Coal-Peat and Manufactured Gases,1049.856,860881.92,Coal-Peat and Manufactured Gases,59157.57399999999,BGR
Bulgaria,2019,Oil and Petroleum Products,36.5321,26303.112,Oil and Petroleum Products,59417.183000000005,BGR
Bulgaria,2019,Natural Gas,95.6569,46871.881,Natural Gas,28308.75,BGR
Bulgaria,2019,Combustible Renewables,149.1911,34313.953,,,
Bulgaria,2019,Other Combustible Non-Renewables,0.0,0.0,,,
Bulgaria,2019,Geothermal,0.0,0.0,,,
Bulgaria,2019,Solar,164.7669,7908.811199999999,Solar,3735.9266,BGR
Bulgaria,2019,Other Renewables,0.0,0.0,Other Renewables,5812.401000000001,BGR
Bulgaria,2019,Not Specified,1.8371,,,,
Bulgaria,2019,Wind,56.6565,651.54975,Wind,3471.5438,BGR
China,2019,Nuclear,29430.1328,353161.59359999996,Nuclear,882025.63,CHN
China,2019,Nuclear,29430.1328,353161.59359999996,Nuclear,0.0,CHN
China,2019,Hydro,150152.2823,3603654.7752,Hydro,3354375.0,CHN
China,2019,Hydro,150152.2823,3603654.7752,Hydro,0.0,CHN
China,2019,Coal-Peat and Manufactured Gases,408622.5855,335070520.11,Coal-Peat and Manufactured Gases,22922236.0,CHN
China,2019,Coal-Peat and Manufactured Gases,408622.5855,335070520.11,Coal-Peat and Manufactured Gases,71769.16500000001,CHN
China,2019,Oil and Petroleum Products,882.4212,635343.264,Oil and Petroleum Products,7891510.3,CHN
China,2019,Oil and Petroleum Products,882.4212,635343.264,Oil and Petroleum Products,240733.56999999998,CHN
China,2019,Natural Gas,17831.697,8737531.53,Natural Gas,3083768.3000000003,CHN
China,2019,Natural Gas,17831.697,8737531.53,Natural Gas,31161.623,CHN
China,2019,Combustible Renewables,9311.29,2141596.7,,,
China,2019,Geothermal,14.6775,557.745,,,
China,2019,Other Combustible Non-Renewables,841.6995,690193.59,,,
China,2019,Solar,20742.3953,995634.9744,Solar,590457.76,CHN
China,2019,Solar,20742.3953,995634.9744,Solar,43.75722,CHN
China,2019,Other Renewables,1.2371,29.6904,Other Renewables,359758.97,CHN
China,2019,Other Renewables,1.2371,29.6904,Other Renewables,237.19667,CHN
China,2019,Not Specified,0.0,,,,
China,2019,Wind,24693.3199,283973.17884999997,Wind,1068359.6,CHN
China,2019,Wind,24693.3199,283973.17884999997,Wind,1.8451805000000001,CHN
Croatia,2019,Nuclear,0.0,0.0,Nuclear,0.0,HRV
Croatia,2019,Hydro,360.6888,8656.531200000001,Hydro,15357.438,HRV
Croatia,2019,Coal-Peat and Manufactured Gases,142.7507,117055.574,Coal-Peat and Manufactured Gases,4899.9634,HRV
Croatia,2019,Oil and Petroleum Products,4.652,3349.44,Oil and Petroleum Products,39723.515,HRV
Croatia,2019,Natural Gas,156.2045,76540.205,Natural Gas,27981.422,HRV
Croatia,2019,Combustible Renewables,66.0446,15190.258,,,
Croatia,2019,Geothermal,5.8465,222.167,,,
Croatia,2019,Other Combustible Non-Renewables,0.0,0.0,,,
Croatia,2019,Solar,11.2276,538.9248,Solar,219.04916999999998,HRV
Croatia,2019,Other Renewables,0.0,0.0,Other Renewables,3036.4901999999997,HRV
Croatia,2019,Not Specified,0.0,,,,
Croatia,2019,Wind,78.1134,898.3041,Wind,3867.7619999999997,HRV
Cyprus,2019,Nuclear,0.0,0.0,Nuclear,0.0,CYP
Cyprus,2019,Hydro,0.0,0.0,Hydro,,CYP
Cyprus,2019,Coal-Peat and Manufactured Gases,0.0,0.0,Coal-Peat and Manufactured Gases,194.3486,CYP
Cyprus,2019,Oil and Petroleum Products,490.1321,352895.112,Oil and Petroleum Products,30785.167999999998,CYP
Cyprus,2019,Natural Gas,0.0,0.0,Natural Gas,,CYP
Cyprus,2019,Combustible Renewables,3.7515,862.845,,,
Cyprus,2019,Geothermal,0.0,0.0,,,
Cyprus,2019,Other Combustible Non-Renewables,0.0,0.0,,,
Cyprus,2019,Solar,21.9826,1055.1648,Solar,575.3458999999999,CYP
Cyprus,2019,Other Renewables,0.0,0.0,Other Renewables,184.89248999999998,CYP
Cyprus,2019,Not Specified,0.0,,,,
Cyprus,2019,Wind,21.7332,249.93179999999998,Wind,628.8508,CYP
India,2019,Nuclear,4131.7979,49581.574799999995,Nuclear,114238.106,IND
India,2019,Hydro,17189.8385,412556.12400000007,Hydro,427202.15,IND
India,2019,Coal-Peat and Manufactured Gases,95029.3249,77924046.418,Coal-Peat and Manufactured Gases,4989023.0,IND
India,2019,Oil and Petroleum Products,346.8444,249727.968,Oil and Petroleum Products,2791946.0,IND
India,2019,Natural Gas,5616.3164,2751995.036,Natural Gas,592498.3999999999,IND
India,2019,Combustible Renewables,979.0937,225191.551,,,
India,2019,Geothermal,0.0,0.0,,,
India,2019,Other Combustible Non-Renewables,60.5546,49654.772,,,
India,2019,Solar,3382.8147,162375.10559999998,Solar,121960.38,IND
India,2019,Other Renewables,0.0,0.0,Other Renewables,100591.38500000001,IND
India,2019,Not Specified,0.0,,,,
India,2019,Wind,12631.2217,145259.04955000003,Wind,166894.56000000003,IND
North Macedonia,2019,Nuclear,0.0,0.0,Nuclear,0.0,MKD
North Macedonia,2019,Hydro,100.1545,2403.708,Hydro,3067.4123999999997,MKD
