Country,Balance,Product,Year,Unit,Value
Argentina,Net Electricity Production,'Coal-Peat and Manufactured Gases',2015,GWh,2747.782
Argentina,Net Electricity Production,'Coal-Peat and Manufactured Gases',2016,GWh,2223.188
Argentina,Net Electricity Production,'Coal-Peat and Manufactured Gases',2017,GWh,2110.775
Argentina,Net Electricity Production,'Coal-Peat and Manufactured Gases',2018,GWh,2142.4678
Argentina,Net Electricity Production,'Coal-Peat and Manufactured Gases',2019,GWh,1184.7818
Argentina,Net Electricity Production,'Coal-Peat and Manufactured Gases',2020,GWh,1757.5688
Argentina,Net Electricity Production,'Coal-Peat and Manufactured Gases',2021,GWh,2618.4846000000002
Argentina,Net Electricity Production,'Coal-Peat and Manufactured Gases',2022,GWh,2494.8127
Argentina,Net Electricity Production,'Coal-Peat and Manufactured Gases',2023,GWh,1146.6303
Argentina,Net Electricity Production,'Coal-Peat and Manufactured Gases',2024,GWh,545.9761
Argentina,Net Electricity Production,Combustible Renewables,2015,GWh,1120.509
Argentina,Net Electricity Production,Combustible Renewables,2016,GWh,1139.279
Argentina,Net Electricity Production,Combustible Renewables,2017,GWh,1303.542
Argentina,Net Electricity Production,Combustible Renewables,2018,GWh,1276.393
Argentina,Net Electricity Production,Combustible Renewables,2019,GWh,1550.9078
Argentina,Net Electricity Production,Combustible Renewables,2020,GWh,2174.5164
Argentina,Net Electricity Production,Combustible Renewables,2021,GWh,2191.639
Argentina,Net Electricity Production,Combustible Renewables,2022,GWh,2200.1311
Argentina,Net Electricity Production,Combustible Renewables,2023,GWh,2162.6892
Argentina,Net Electricity Production,Combustible Renewables,2024,GWh,2140.9045
Argentina,Net Electricity Production,Geothermal,2015,GWh,0.0
Argentina,Net Electricity Production,Geothermal,2016,GWh,0.0
Argentina,Net Electricity Production,Geothermal,2017,GWh,0.0
Argentina,Net Electricity Production,Geothermal,2018,GWh,0.0
Argentina,Net Electricity Production,Geothermal,2019,GWh,0.0
Argentina,Net Electricity Production,Geothermal,2020,GWh,0.0
Argentina,Net Electricity Production,Geothermal,2021,GWh,0.0
Argentina,Net Electricity Production,Hydro,2015,GWh,31843.542
Argentina,Net Electricity Production,Hydro,2016,GWh,29316.745
Argentina,Net Electricity Production,Hydro,2017,GWh,31365.202
Argentina,Net Electricity Production,Hydro,2018,GWh,31865.7775
Argentina,Net Electricity Production,Hydro,2019,GWh,27234.4325
Argentina,Net Electricity Production,Hydro,2020,GWh,29441.7071
Argentina,Net Electricity Production,Hydro,2021,GWh,24452.104
Argentina,Net Electricity Production,Hydro,2022,GWh,28382.9822
Argentina,Net Electricity Production,Hydro,2023,GWh,36534.5657
Argentina,Net Electricity Production,Hydro,2024,GWh,31595.3449
Argentina,Net Electricity Production,Natural Gas,2015,GWh,73921.692
Argentina,Net Electricity Production,Natural Gas,2016,GWh,78686.2
Argentina,Net Electricity Production,Natural Gas,2017,GWh,85796.502
Argentina,Net Electricity Production,Natural Gas,2018,GWh,89487.4553
Argentina,Net Electricity Production,Natural Gas,2019,GWh,85543.9648
Argentina,Net Electricity Production,Natural Gas,2020,GWh,76242.7353
Argentina,Net Electricity Production,Natural Gas,2021,GWh,79448.0782
Argentina,Net Electricity Production,Natural Gas,2022,GWh,66751.9598
Argentina,Net Electricity Production,Natural Gas,2023,GWh,60984.8543
Argentina,Net Electricity Production,Natural Gas,2024,GWh,61219.2811
Argentina,Net Electricity Production,Not Specified,2018,GWh,0.0
Argentina,Net Electricity Production,Not Specified,2019,GWh,0.0
Argentina,Net Electricity Production,Not Specified,2020,GWh,0.0
Argentina,Net Electricity Production,Not Specified,2021,GWh,0.0
Argentina,Net Electricity Production,Nuclear,2015,GWh,6644.077
Argentina,Net Electricity Production,Nuclear,2016,GWh,7820.169
Argentina,Net Electricity Production,Nuclear,2017,GWh,5770.611
Argentina,Net Electricity Production,Nuclear,2018,GWh,6514.307
Argentina,Net Electricity Production,Nuclear,2019,GWh,7969.4683
Argentina,Net Electricity Production,Nuclear,2020,GWh,10064.5349
Argentina,Net Electricity Production,Nuclear,2021,GWh,10224.3847
Argentina,Net Electricity Production,Nuclear,2022,GWh,7508.941
Argentina,Net Electricity Production,Nuclear,2023,GWh,9010.5737
Argentina,Net Electricity Production,Nuclear,2024,GWh,9824.9789
Argentina,Net Electricity Production,Oil and Petroleum Products,2015,GWh,20709.709
Argentina,Net Electricity Production,Oil and Petroleum Products,2016,GWh,19428.727
Argentina,Net Electricity Production,Oil and Petroleum Products,2017,GWh,10945.125
Argentina,Net Electricity Production,Oil and Petroleum Products,2018,GWh,6391.6673
Argentina,Net Electricity Production,Oil and Petroleum Products,2019,GWh,3240.0166
Argentina,Net Electricity Production,Oil and Petroleum Products,2020,GWh,6316.7652
Argentina,Net Electricity Production,Oil and Petroleum Products,2021,GWh,11550.8195
Argentina,Net Electricity Production,Oil and Petroleum Products,2022,GWh,14158.0902
Argentina,Net Electricity Production,Oil and Petroleum Products,2023,GWh,12940.9046
Argentina,Net Electricity Production,Oil and Petroleum Products,2024,GWh,7992.363
Argentina,Net Electricity Production,Other Combustible Non-Renewables,2015,GWh,0.0
Argentina,Net Electricity Production,Other Combustible Non-Renewables,2016,GWh,0.0
Argentina,Net Electricity Production,Other Combustible Non-Renewables,2017,GWh,0.0
Argentina,Net Electricity Production,Other Combustible Non-Renewables,2018,GWh,0.0
Argentina,Net Electricity Production,Other Combustible Non-Renewables,2019,GWh,0.0
Argentina,Net Electricity Production,Other Combustible Non-Renewables,2020,GWh,0.0
Argentina,Net Electricity Production,Other Combustible Non-Renewables,2021,GWh,0.0
Argentina,Net Electricity Production,Other Renewables,2015,GWh,0.0
Argentina,Net Electricity Production,Other Renewables,2018,GWh,0.0
Argentina,Net Electricity Production,Other Renewables,2019,GWh,0.0
Argentina,Net Electricity Production,Other Renewables,2020,GWh,0.0
Argentina,Net Electricity Production,Other Renewables,2021,GWh,0.0
Argentina,Net Electricity Production,Solar,2015,GWh,14.912
Argentina,Net Electricity Production,Solar,2016,GWh,13.917
Argentina,Net Electricity Production,Solar,2017,GWh,16.323999999999998
Argentina,Net Electricity Production,Solar,2018,GWh,107.5124
Argentina,Net Electricity Production,Solar,2019,GWh,791.8435
Argentina,Net Electricity Production,Solar,2020,GWh,1331.154
Argentina,Net Electricity Production,Solar,2021,GWh,2180.9849
Argentina,Net Electricity Production,Solar,2022,GWh,2911.202
Argentina,Net Electricity Production,Solar,2023,GWh,3240.2389000000003
Argentina,Net Electricity Production,Solar,2024,GWh,3437.9345
Argentina,Net Electricity Production,Wind,2015,GWh,588.61
Argentina,Net Electricity Production,Wind,2016,GWh,543.942
Argentina,Net Electricity Production,Wind,2017,GWh,607.149
Argentina,Net Electricity Production,Wind,2018,GWh,1402.5364
Argentina,Net Electricity Production,Wind,2019,GWh,4946.8974
Argentina,Net Electricity Production,Wind,2020,GWh,9318.2096
Argentina,Net Electricity Production,Wind,2021,GWh,12810.4804
Argentina,Net Electricity Production,Wind,2022,GWh,14025.8676
Argentina,Net Electricity Production,Wind,2023,GWh,14333.6684
Argentina,Net Electricity Production,Wind,2024,GWh,14574.3647
Australia,Net Electricity Production,'Coal-Peat and Manufactured Gases',2010,GWh,163887.775
Australia,Net Electricity Production,'Coal-Peat and Manufactured Gases',2011,GWh,163949.76
Australia,Net Electricity Production,'Coal-Peat and Manufactured Gases',2012,GWh,153868.902
Australia,Net Electricity Production,'Coal-Peat and Manufactured Gases',2013,GWh,145139.331
Australia,Net Electricity Production,'Coal-Peat and Manufactured Gases',2014,GWh,145301.084
Australia,Net Electricity Production,'Coal-Peat and Manufactured Gases',2015,GWh,152537.68349999998
Australia,Net Electricity Production,'Coal-Peat and Manufactured Gases',2016,GWh,154201.6464
Australia,Net Electricity Production,'Coal-Peat and Manufactured Gases',2017,GWh,148597.7165
Australia,Net Electricity Production,'Coal-Peat and Manufactured Gases',2018,GWh,146846.2601
Australia,Net Electricity Production,'Coal-Peat and Manufactured Gases',2019,GWh,140407.6212
Australia,Net Electricity Production,'Coal-Peat and Manufactured Gases',2020,GWh,133924.5624
Australia,Net Electricity Production,'Coal-Peat and Manufactured Gases',2021,GWh,128337.1033
Australia,Net Electricity Production,'Coal-Peat and Manufactured Gases',2022,GWh,120292.4249
Australia,Net Electricity Production,'Coal-Peat and Manufactured Gases',2023,GWh,117203.4648
Australia,Net Electricity Production,'Coal-Peat and Manufactured Gases',2024,GWh,109630.0378
Australia,Net Electricity Production,Combustible Renewables,2010,GWh,2288.826
Australia,Net Electricity Production,Combustible Renewables,2011,GWh,2416.65
Australia,Net Electricity Production,Combustible Renewables,2012,GWh,2902.194
Australia,Net Electricity Production,Combustible Renewables,2013,GWh,3110.928
Australia,Net Electricity Production,Combustible Renewables,2014,GWh,3333.354
Australia,Net Electricity Production,Combustible Renewables,2015,GWh,3256.7032
Australia,Net Electricity Production,Combustible Renewables,2016,GWh,5225.0481
Australia,Net Electricity Production,Combustible Renewables,2017,GWh,3589.2393
Australia,Net Electricity Production,Combustible Renewables,2018,GWh,3190.9579
Australia,Net Electricity Production,Combustible Renewables,2019,GWh,3052.0138
Australia,Net Electricity Production,Combustible Renewables,2020,GWh,2988.4945
Australia,Net Electricity Production,Combustible Renewables,2021,GWh,3028.7433
Australia,Net Electricity Production,Combustible Renewables,2022,GWh,2897.8545
Australia,Net Electricity Production,Combustible Renewables,2023,GWh,2992.8058
Australia,Net Electricity Production,Combustible Renewables,2024,GWh,2637.8669
Australia,Net Electricity Production,Geothermal,2010,GWh,0.996
Australia,Net Electricity Production,Geothermal,2011,GWh,0.996
Australia,Net Electricity Production,Geothermal,2012,GWh,0.996
Australia,Net Electricity Production,Geothermal,2013,GWh,0.996
Australia,Net Electricity Production,Geothermal,2014,GWh,0.996
Australia,Net Electricity Production,Geothermal,2015,GWh,0.498
Australia,Net Electricity Production,Geothermal,2016,GWh,0.498
Australia,Net Electricity Production,Geothermal,2017,GWh,0.498
Australia,Net Electricity Production,Geothermal,2018,GWh,0.0
Australia,Net Electricity Production,Geothermal,2019,GWh,0.0
Australia,Net Electricity Production,Geothermal,2020,GWh,0.0
Australia,Net Electricity Production,Geothermal,2021,GWh,0.0
Australia,Net Electricity Production,Hydro,2010,GWh,16471.891
Australia,Net Electricity Production,Hydro,2011,GWh,13997.976999999999
Australia,Net Electricity Production,Hydro,2012,GWh,16664.078
Australia,Net Electricity Production,Hydro,2013,GWh,19259.803
Australia,Net Electricity Production,Hydro,2014,GWh,14590.378
Australia,Net Electricity Production,Hydro,2015,GWh,14263.5262
Australia,Net Electricity Production,Hydro,2016,GWh,17985.4282
Australia,Net Electricity Production,Hydro,2017,GWh,13532.2284
Australia,Net Electricity Production,Hydro,2018,GWh,17819.0813
Australia,Net Electricity Production,Hydro,2019,GWh,14275.7027
Australia,Net Electricity Production,Hydro,2020,GWh,14880.5986
Australia,Net Electricity Production,Hydro,2021,GWh,16324.3373
Australia,Net Electricity Production,Hydro,2022,GWh,17477.0241
Australia,Net Electricity Production,Hydro,2023,GWh,16071.4081
Australia,Net Electricity Production,Hydro,2024,GWh,13485.6489
Australia,Net Electricity Production,Natural Gas,2010,GWh,45678.585
Australia,Net Electricity Production,Natural Gas,2011,GWh,44615.347
Australia,Net Electricity Production,Natural Gas,2012,GWh,48105.378
Australia,Net Electricity Production,Natural Gas,2013,GWh,46127.382
Australia,Net Electricity Production,Natural Gas,2014,GWh,53926.202
Australia,Net Electricity Production,Natural Gas,2015,GWh,47353.9818
Australia,Net Electricity Production,Natural Gas,2016,GWh,44037.9603
Australia,Net Electricity Production,Natural Gas,2017,GWh,51955.1003
Australia,Net Electricity Production,Natural Gas,2018,GWh,46601.462
Australia,Net Electricity Production,Natural Gas,2019,GWh,50938.6648
Australia,Net Electricity Production,Natural Gas,2020,GWh,48812.8267
Australia,Net Electricity Production,Natural Gas,2021,GWh,44001.09
Australia,Net Electricity Production,Natural Gas,2022,GWh,46764.4052
Australia,Net Electricity Production,Natural Gas,2023,GWh,41980.8009
Australia,Net Electricity Production,Natural Gas,2024,GWh,40747.4011
Australia,Net Electricity Production,Not Specified,2018,GWh,0.0
Australia,Net Electricity Production,Not Specified,2019,GWh,0.0
Australia,Net Electricity Production,Not Specified,2020,GWh,0.0
Australia,Net Electricity Production,Not Specified,2021,GWh,0.0
Australia,Net Electricity Production,Nuclear,2018,GWh,0.0
Australia,Net Electricity Production,Nuclear,2019,GWh,0.0
Australia,Net Electricity Production,Nuclear,2020,GWh,0.0
Australia,Net Electricity Production,Nuclear,2021,GWh,0.0
Australia,Net Electricity Production,Oil and Petroleum Products,2010,GWh,2447.7780000000002
Australia,Net Electricity Production,Oil and Petroleum Products,2011,GWh,5340.405
Australia,Net Electricity Production,Oil and Petroleum Products,2012,GWh,4657.9529999999995
Australia,Net Electricity Production,Oil and Petroleum Products,2013,GWh,4428.611
Australia,Net Electricity Production,Oil and Petroleum Products,2014,GWh,6115.132
Australia,Net Electricity Production,Oil and Petroleum Products,2015,GWh,6137.0083
Australia,Net Electricity Production,Oil and Petroleum Products,2016,GWh,3692.2405
Australia,Net Electricity Production,Oil and Petroleum Products,2017,GWh,5430.2656
Australia,Net Electricity Production,Oil and Petroleum Products,2018,GWh,4189.3431
Australia,Net Electricity Production,Oil and Petroleum Products,2019,GWh,4751.7014
Australia,Net Electricity Production,Oil and Petroleum Products,2020,GWh,3986.2661
Australia,Net Electricity Production,Oil and Petroleum Products,2021,GWh,4120.4525
Australia,Net Electricity Production,Oil and Petroleum Products,2022,GWh,4425.8967
Australia,Net Electricity Production,Oil and Petroleum Products,2023,GWh,3973.1648
Australia,Net Electricity Production,Oil and Petroleum Products,2024,GWh,3856.4327
Australia,Net Electricity Production,Other Combustible Non-Renewables,2018,GWh,0.0
Australia,Net Electricity Production,Other Combustible Non-Renewables,2019,GWh,0.0
Australia,Net Electricity Production,Other Combustible Non-Renewables,2020,GWh,0.0
Australia,Net Electricity Production,Other Combustible Non-Renewables,2021,GWh,0.0
Australia,Net Electricity Production,Other Combustible Non-Renewables,2022,GWh,0.0
Australia,Net Electricity Production,Other Renewables,2018,GWh,0.0
Australia,Net Electricity Production,Other Renewables,2019,GWh,0.0
Australia,Net Electricity Production,Other Renewables,2020,GWh,0.0
Australia,Net Electricity Production,Other Renewables,2021,GWh,0.0
Australia,Net Electricity Production,Solar,2010,GWh,908.238
Australia,Net Electricity Production,Solar,2011,GWh,1875.002
Australia,Net Electricity Production,Solar,2012,GWh,2920.8540000000003
Australia,Net Electricity Production,Solar,2013,GWh,3752.444
Australia,Net Electricity Production,Solar,2014,GWh,4534.416
Australia,Net Electricity Production,Solar,2015,GWh,5022.857
Australia,Net Electricity Production,Solar,2016,GWh,7066.9194
Australia,Net Electricity Production,Solar,2017,GWh,8683.8835
Australia,Net Electricity Production,Solar,2018,GWh,12278.0257
Australia,Net Electricity Production,Solar,2019,GWh,18630.0705
Australia,Net Electricity Production,Solar,2020,GWh,24597.6861
Australia,Net Electricity Production,Solar,2021,GWh,33006.0835
Australia,Net Electricity Production,Solar,2022,GWh,37793.0641
Australia,Net Electricity Production,Solar,2023,GWh,45370.5062
Australia,Net Electricity Production,Solar,2024,GWh,46498.2184
Australia,Net Electricity Production,Wind,2010,GWh,4940.909
Australia,Net Electricity Production,Wind,2011,GWh,6787.749
Australia,Net Electricity Production,Wind,2012,GWh,7388.844
Australia,Net Electricity Production,Wind,2013,GWh,9543.505000000001
Australia,Net Electricity Production,Wind,2014,GWh,10410.671
Australia,Net Electricity Production,Wind,2015,GWh,12490.2716
Australia,Net Electricity Production,Wind,2016,GWh,13701.6261
Australia,Net Electricity Production,Wind,2017,GWh,13492.8055
Australia,Net Electricity Production,Wind,2018,GWh,16846.1071
Australia,Net Electricity Production,Wind,2019,GWh,19717.5932
Australia,Net Electricity Production,Wind,2020,GWh,22834.1362
Australia,Net Electricity Production,Wind,2021,GWh,26871.1319
Australia,Net Electricity Production,Wind,2022,GWh,30896.6819
Australia,Net Electricity Production,Wind,2023,GWh,31774.8894
Australia,Net Electricity Production,Wind,2024,GWh,32954.482
Austria,Net Electricity Production,'Coal-Peat and Manufactured Gases',2010,GWh,6371.891
Austria,Net Electricity Production,'Coal-Peat and Manufactured Gases',2011,GWh,6965.076
Austria,Net Electricity Production,'Coal-Peat and Manufactured Gases',2012,GWh,5944.036
Austria,Net Electricity Production,'Coal-Peat and Manufactured Gases',2013,GWh,5851.196
Austria,Net Electricity Production,'Coal-Peat and Manufactured Gases',2014,GWh,4630.442
Austria,Net Electricity Production,'Coal-Peat and Manufactured Gases',2015,GWh,4801.643
Austria,Net Electricity Production,'Coal-Peat and Manufactured Gases',2016,GWh,3775.2059
Austria,Net Electricity Production,'Coal-Peat and Manufactured Gases',2017,GWh,3736.7455
Austria,Net Electricity Production,'Coal-Peat and Manufactured Gases',2018,GWh,3449.1382
Austria,Net Electricity Production,'Coal-Peat and Manufactured Gases',2019,GWh,3269.8302
Austria,Net Electricity Production,'Coal-Peat and Manufactured Gases',2020,GWh,2259.8024
Austria,Net Electricity Production,'Coal-Peat and Manufactured Gases',2021,GWh,2076.3866
Austria,Net Electricity Production,'Coal-Peat and Manufactured Gases',2022,GWh,1902.9877000000001
Austria,Net Electricity Production,'Coal-Peat and Manufactured Gases',2023,GWh,1878.5226
Austria,Net Electricity Production,'Coal-Peat and Manufactured Gases',2024,GWh,1741.7189
Austria,Net Electricity Production,Combustible Renewables,2010,GWh,4259.133
Austria,Net Electricity Production,Combustible Renewables,2011,GWh,4329.565
Austria,Net Electricity Production,Combustible Renewables,2012,GWh,4467.186
Austria,Net Electricity Production,Combustible Renewables,2013,GWh,4485.963
Austria,Net Electricity Production,Combustible Renewables,2014,GWh,4325.253
Austria,Net Electricity Production,Combustible Renewables,2015,GWh,4409.848
Austria,Net Electricity Production,Combustible Renewables,2016,GWh,4545.7648
Austria,Net Electricity Production,Combustible Renewables,2017,GWh,4697.9409
Austria,Net Electricity Production,Combustible Renewables,2018,GWh,4697.4394
Austria,Net Electricity Production,Combustible Renewables,2019,GWh,4458.8149
Austria,Net Electricity Production,Combustible Renewables,2020,GWh,4403.4045
Austria,Net Electricity Production,Combustible Renewables,2021,GWh,4311.4504
Austria,Net Electricity Production,Combustible Renewables,2022,GWh,4550.1996
Austria,Net Electricity Production,Combustible Renewables,2023,GWh,4412.5085
Austria,Net Electricity Production,Combustible Renewables,2024,GWh,4082.0042
Austria,Net Electricity Production,Geothermal,2010,GWh,1.332
Austria,Net Electricity Production,Geothermal,2011,GWh,0.996
Austria,Net Electricity Production,Geothermal,2012,GWh,0.648
Austria,Net Electricity Production,Geothermal,2013,GWh,0.28800000000000003
Austria,Net Electricity Production,Geothermal,2014,GWh,0.36
Austria,Net Electricity Production,Geothermal,2015,GWh,0.06
Austria,Net Electricity Production,Geothermal,2016,GWh,0.020399999999999998
Austria,Net Electricity Production,Geothermal,2017,GWh,0.0864
Austria,Net Electricity Production,Geothermal,2018,GWh,0.22799999999999998
Austria,Net Electricity Production,Geothermal,2019,GWh,0.192
Austria,Net Electricity Production,Geothermal,2020,GWh,0.0696
Austria,Net Electricity Production,Geothermal,2021,GWh,0.03
Austria,Net Electricity Production,Geothermal,2022,GWh,0.0024000000000000002
Austria,Net Electricity Production,Geothermal,2023,GWh,0.0024000000000000002
Austria,Net Electricity Production,Geothermal,2024,GWh,0.0022
Austria,Net Electricity Production,Hydro,2010,GWh,39502.566
Austria,Net Electricity Production,Hydro,2011,GWh,35873.536
Austria,Net Electricity Production,Hydro,2012,GWh,45579.643000000004
Austria,Net Electricity Production,Hydro,2013,GWh,43731.024
Austria,Net Electricity Production,Hydro,2014,GWh,42640.368
Austria,Net Electricity Production,Hydro,2015,GWh,38514.267
Austria,Net Electricity Production,Hydro,2016,GWh,40900.7111
Austria,Net Electricity Production,Hydro,2017,GWh,40264.8791
Austria,Net Electricity Production,Hydro,2018,GWh,39276.3582
Austria,Net Electricity Production,Hydro,2019,GWh,42338.3199
Austria,Net Electricity Production,Hydro,2020,GWh,43491.0611
Austria,Net Electricity Production,Hydro,2021,GWh,40942.4572
Austria,Net Electricity Production,Hydro,2022,GWh,38049.563
Austria,Net Electricity Production,Hydro,2023,GWh,43738.0069
Austria,Net Electricity Production,Hydro,2024,GWh,45687.0139
Austria,Net Electricity Production,Natural Gas,2010,GWh,13641.248
Austria,Net Electricity Production,Natural Gas,2011,GWh,11808.889000000001
Austria,Net Electricity Production,Natural Gas,2012,GWh,9272.393
Austria,Net Electricity Production,Natural Gas,2013,GWh,6352.8060000000005
Austria,Net Electricity Production,Natural Gas,2014,GWh,5060.415
Austria,Net Electricity Production,Natural Gas,2015,GWh,7271.4619999999995
Austria,Net Electricity Production,Natural Gas,2016,GWh,8071.6766
Austria,Net Electricity Production,Natural Gas,2017,GWh,10419.5779
Austria,Net Electricity Production,Natural Gas,2018,GWh,9450.2814
Austria,Net Electricity Production,Natural Gas,2019,GWh,10837.6425
Austria,Net Electricity Production,Natural Gas,2020,GWh,9547.9028
Austria,Net Electricity Production,Natural Gas,2021,GWh,10219.1893
Austria,Net Electricity Production,Natural Gas,2022,GWh,10557.1559
Austria,Net Electricity Production,Natural Gas,2023,GWh,7149.3095
Austria,Net Electricity Production,Natural Gas,2024,GWh,5665.036700000001
Austria,Net Electricity Production,Not Specified,2010,GWh,17.046
Austria,Net Electricity Production,Not Specified,2011,GWh,10.904
Austria,Net Electricity Production,Not Specified,2012,GWh,10.965
Austria,Net Electricity Production,Not Specified,2013,GWh,13.374
Austria,Net Electricity Production,Not Specified,2014,GWh,12.747
Austria,Net Electricity Production,Not Specified,2015,GWh,14.116999999999999
Austria,Net Electricity Production,Not Specified,2016,GWh,14.7151
Austria,Net Electricity Production,Not Specified,2017,GWh,11.939
Austria,Net Electricity Production,Not Specified,2018,GWh,12.527000000000001
Austria,Net Electricity Production,Not Specified,2019,GWh,12.2311
Austria,Net Electricity Production,Not Specified,2020,GWh,11.413
Austria,Net Electricity Production,Not Specified,2021,GWh,15.787
Austria,Net Electricity Production,Not Specified,2022,GWh,14.5521
Austria,Net Electricity Production,Not Specified,2023,GWh,18.1261
Austria,Net Electricity Production,Not Specified,2024,GWh,21.500700000000002
Austria,Net Electricity Production,Nuclear,2018,GWh,0.0
Austria,Net Electricity Production,Nuclear,2019,GWh,0.0
Austria,Net Electricity Production,Nuclear,2020,GWh,0.0
Austria,Net Electricity Production,Nuclear,2021,GWh,0.0
Austria,Net Electricity Production,Oil and Petroleum Products,2010,GWh,1210.748
Austria,Net Electricity Production,Oil and Petroleum Products,2011,GWh,963.981
Austria,Net Electricity Production,Oil and Petroleum Products,2012,GWh,710.145
Austria,Net Electricity Production,Oil and Petroleum Products,2013,GWh,664.36
Austria,Net Electricity Production,Oil and Petroleum Products,2014,GWh,632.721
Austria,Net Electricity Production,Oil and Petroleum Products,2015,GWh,818.961
Austria,Net Electricity Production,Oil and Petroleum Products,2016,GWh,951.0039999999999
Austria,Net Electricity Production,Oil and Petroleum Products,2017,GWh,813.9193
Austria,Net Electricity Production,Oil and Petroleum Products,2018,GWh,682.3203
Austria,Net Electricity Production,Oil and Petroleum Products,2019,GWh,663.3608
Austria,Net Electricity Production,Oil and Petroleum Products,2020,GWh,696.2997
Austria,Net Electricity Production,Oil and Petroleum Products,2021,GWh,682.7368
Austria,Net Electricity Production,Oil and Petroleum Products,2022,GWh,645.6506
Austria,Net Electricity Production,Oil and Petroleum Products,2023,GWh,738.0254
Austria,Net Electricity Production,Oil and Petroleum Products,2024,GWh,604.9177
Austria,Net Electricity Production,Other Combustible Non-Renewables,2010,GWh,559.2
Austria,Net Electricity Production,Other Combustible Non-Renewables,2011,GWh,535.02
Austria,Net Electricity Production,Other Combustible Non-Renewables,2012,GWh,656.6759999999999
Austria,Net Electricity Production,Other Combustible Non-Renewables,2013,GWh,591.252
Austria,Net Electricity Production,Other Combustible Non-Renewables,2014,GWh,530.912
Austria,Net Electricity Production,Other Combustible Non-Renewables,2015,GWh,645.612
Austria,Net Electricity Production,Other Combustible Non-Renewables,2016,GWh,680.8244
Austria,Net Electricity Production,Other Combustible Non-Renewables,2017,GWh,663.1785
Austria,Net Electricity Production,Other Combustible Non-Renewables,2018,GWh,682.6758
Austria,Net Electricity Production,Other Combustible Non-Renewables,2019,GWh,754.8505
Austria,Net Electricity Production,Other Combustible Non-Renewables,2020,GWh,709.765
Austria,Net Electricity Production,Other Combustible Non-Renewables,2021,GWh,686.8838000000001
Austria,Net Electricity Production,Other Combustible Non-Renewables,2022,GWh,733.2403
Austria,Net Electricity Production,Other Combustible Non-Renewables,2023,GWh,733.9521
Austria,Net Electricity Production,Other Combustible Non-Renewables,2024,GWh,630.1320000000001
Austria,Net Electricity Production,Other Renewables,2018,GWh,0.0
Austria,Net Electricity Production,Other Renewables,2019,GWh,0.0
Austria,Net Electricity Production,Other Renewables,2020,GWh,0.0
Austria,Net Electricity Production,Other Renewables,2021,GWh,0.0
Austria,Net Electricity Production,Solar,2010,GWh,84.421
Austria,Net Electricity Production,Solar,2011,GWh,165.28300000000002
Austria,Net Electricity Production,Solar,2012,GWh,322.197
Austria,Net Electricity Production,Solar,2013,GWh,597.982
Austria,Net Electricity Production,Solar,2014,GWh,746.832
Austria,Net Electricity Production,Solar,2015,GWh,889.142
Austria,Net Electricity Production,Solar,2016,GWh,1042.3019
Austria,Net Electricity Production,Solar,2017,GWh,1211.4899
Austria,Net Electricity Production,Solar,2018,GWh,1386.5471
Austria,Net Electricity Production,Solar,2019,GWh,1630.2539
Austria,Net Electricity Production,Solar,2020,GWh,1959.4521
Austria,Net Electricity Production,Solar,2021,GWh,2678.1181
Austria,Net Electricity Production,Solar,2022,GWh,3678.4441
Austria,Net Electricity Production,Solar,2023,GWh,3678.4439
Austria,Net Electricity Production,Solar,2024,GWh,3573.9465
Austria,Net Electricity Production,Wind,2010,GWh,1961.814
Austria,Net Electricity Production,Wind,2011,GWh,1838.485
Austria,Net Electricity Production,Wind,2012,GWh,2351.318
Austria,Net Electricity Production,Wind,2013,GWh,3011.453
Austria,Net Electricity Production,Wind,2014,GWh,3657.544
Austria,Net Electricity Production,Wind,2015,GWh,4592.617
Austria,Net Electricity Production,Wind,2016,GWh,4978.2871000000005
Austria,Net Electricity Production,Wind,2017,GWh,6273.838
Austria,Net Electricity Production,Wind,2018,GWh,5746.1961
Austria,Net Electricity Production,Wind,2019,GWh,7135.634
Austria,Net Electricity Production,Wind,2020,GWh,6514.004
Austria,Net Electricity Production,Wind,2021,GWh,6486.959
Austria,Net Electricity Production,Wind,2022,GWh,7028.7191
Austria,Net Electricity Production,Wind,2023,GWh,7797.4732
Austria,Net Electricity Production,Wind,2024,GWh,8026.8216
Belgium,Net Electricity Production,'Coal-Peat and Manufactured Gases',2010,GWh,5761.981
Belgium,Net Electricity Production,'Coal-Peat and Manufactured Gases',2011,GWh,5263.119000000001
Belgium,Net Electricity Production,'Coal-Peat and Manufactured Gases',2012,GWh,5279.75
Belgium,Net Electricity Production,'Coal-Peat and Manufactured Gases',2013,GWh,4999.651
Belgium,Net Electricity Production,'Coal-Peat and Manufactured Gases',2014,GWh,4121.247
Belgium,Net Electricity Production,'Coal-Peat and Manufactured Gases',2015,GWh,3986.949
Belgium,Net Electricity Production,'Coal-Peat and Manufactured Gases',2016,GWh,2562.2012
Belgium,Net Electricity Production,'Coal-Peat and Manufactured Gases',2017,GWh,2337.5396
Belgium,Net Electricity Production,'Coal-Peat and Manufactured Gases',2018,GWh,2255.2719
Belgium,Net Electricity Production,'Coal-Peat and Manufactured Gases',2019,GWh,2426.7813
Belgium,Net Electricity Production,'Coal-Peat and Manufactured Gases',2020,GWh,1811.5928
Belgium,Net Electricity Production,'Coal-Peat and Manufactured Gases',2021,GWh,1953.8461
