Country,Balance,Product,Year,Unit,Value
Colombia,Net Electricity Production,Natural Gas,2021,GWh,13491.4783
Colombia,Net Electricity Production,Natural Gas,2022,GWh,13488.3977
Colombia,Net Electricity Production,Natural Gas,2023,GWh,16204.9445
Colombia,Net Electricity Production,Natural Gas,2024,GWh,18240.3172
Colombia,Net Electricity Production,Not Specified,2018,GWh,0.0
Colombia,Net Electricity Production,Not Specified,2019,GWh,0.0
Colombia,Net Electricity Production,Not Specified,2020,GWh,0.0
Colombia,Net Electricity Production,Not Specified,2021,GWh,0.0
Colombia,Net Electricity Production,Nuclear,2018,GWh,0.0
Colombia,Net Electricity Production,Nuclear,2019,GWh,0.0
Colombia,Net Electricity Production,Nuclear,2020,GWh,0.0
Colombia,Net Electricity Production,Nuclear,2021,GWh,0.0
Colombia,Net Electricity Production,Oil and Petroleum Products,2014,GWh,1918.191
Colombia,Net Electricity Production,Oil and Petroleum Products,2015,GWh,3317.42
Colombia,Net Electricity Production,Oil and Petroleum Products,2016,GWh,3968.4213
Colombia,Net Electricity Production,Oil and Petroleum Products,2017,GWh,2156.7216
Colombia,Net Electricity Production,Oil and Petroleum Products,2018,GWh,2278.9863
Colombia,Net Electricity Production,Oil and Petroleum Products,2019,GWh,2648.5367
Colombia,Net Electricity Production,Oil and Petroleum Products,2020,GWh,2550.1822
Colombia,Net Electricity Production,Oil and Petroleum Products,2021,GWh,2754.3549
Colombia,Net Electricity Production,Oil and Petroleum Products,2022,GWh,2726.4514
Colombia,Net Electricity Production,Oil and Petroleum Products,2023,GWh,3219.6053
Colombia,Net Electricity Production,Oil and Petroleum Products,2024,GWh,3022.8674
Colombia,Net Electricity Production,Other Combustible Non-Renewables,2018,GWh,0.0
Colombia,Net Electricity Production,Other Combustible Non-Renewables,2019,GWh,0.0
Colombia,Net Electricity Production,Other Combustible Non-Renewables,2020,GWh,0.0
Colombia,Net Electricity Production,Other Combustible Non-Renewables,2021,GWh,0.0
Colombia,Net Electricity Production,Other Combustible Non-Renewables,2022,GWh,0.0
Colombia,Net Electricity Production,Other Renewables,2018,GWh,0.0
Colombia,Net Electricity Production,Other Renewables,2019,GWh,0.0
Colombia,Net Electricity Production,Other Renewables,2020,GWh,0.0
Colombia,Net Electricity Production,Other Renewables,2021,GWh,0.0
Colombia,Net Electricity Production,Solar,2014,GWh,8.947
Colombia,Net Electricity Production,Solar,2015,GWh,8.947
Colombia,Net Electricity Production,Solar,2016,GWh,8.7621
Colombia,Net Electricity Production,Solar,2017,GWh,13.963
Colombia,Net Electricity Production,Solar,2018,GWh,20.39
Colombia,Net Electricity Production,Solar,2019,GWh,133.312
Colombia,Net Electricity Production,Solar,2020,GWh,194.925
Colombia,Net Electricity Production,Solar,2021,GWh,323.017
Colombia,Net Electricity Production,Solar,2022,GWh,502.607
Colombia,Net Electricity Production,Solar,2023,GWh,1130.3919
Colombia,Net Electricity Production,Solar,2024,GWh,3357.6875999999997
Colombia,Net Electricity Production,Wind,2014,GWh,69.482
Colombia,Net Electricity Production,Wind,2015,GWh,67.497
Colombia,Net Electricity Production,Wind,2016,GWh,49.654
Colombia,Net Electricity Production,Wind,2017,GWh,2.9920999999999998
Colombia,Net Electricity Production,Wind,2018,GWh,42.2859
Colombia,Net Electricity Production,Wind,2019,GWh,61.6258
Colombia,Net Electricity Production,Wind,2020,GWh,9.821
Colombia,Net Electricity Production,Wind,2021,GWh,60.462
Colombia,Net Electricity Production,Wind,2022,GWh,72.1239
Colombia,Net Electricity Production,Wind,2023,GWh,57.8281
Costa Rica,Net Electricity Production,Combustible Renewables,2021,GWh,191.12310000000002
Costa Rica,Net Electricity Production,Combustible Renewables,2022,GWh,63.5
Costa Rica,Net Electricity Production,Combustible Renewables,2023,GWh,29.5385
Costa Rica,Net Electricity Production,Combustible Renewables,2024,GWh,30.892
Costa Rica,Net Electricity Production,Geothermal,2021,GWh,1465.028
Costa Rica,Net Electricity Production,Geothermal,2022,GWh,1480.542
Costa Rica,Net Electricity Production,Geothermal,2023,GWh,1476.7012
Costa Rica,Net Electricity Production,Geothermal,2024,GWh,1380.1957
Costa Rica,Net Electricity Production,Hydro,2021,GWh,9189.375900000001
Costa Rica,Net Electricity Production,Hydro,2022,GWh,9350.6801
Costa Rica,Net Electricity Production,Hydro,2023,GWh,8238.348899999999
Costa Rica,Net Electricity Production,Hydro,2024,GWh,7548.5792
Costa Rica,Net Electricity Production,Oil and Petroleum Products,2021,GWh,2.86
Costa Rica,Net Electricity Production,Oil and Petroleum Products,2022,GWh,2.0001
Costa Rica,Net Electricity Production,Oil and Petroleum Products,2023,GWh,13.1883
Costa Rica,Net Electricity Production,Oil and Petroleum Products,2024,GWh,28.9088
Costa Rica,Net Electricity Production,Solar,2021,GWh,82.31309999999999
Costa Rica,Net Electricity Production,Solar,2022,GWh,81.1852
Costa Rica,Net Electricity Production,Solar,2023,GWh,87.2908
Costa Rica,Net Electricity Production,Solar,2024,GWh,87.1247
Costa Rica,Net Electricity Production,Wind,2021,GWh,1573.3
Costa Rica,Net Electricity Production,Wind,2022,GWh,1369.232
Costa Rica,Net Electricity Production,Wind,2023,GWh,1458.6285
Costa Rica,Net Electricity Production,Wind,2024,GWh,1081.3278
Croatia,Net Electricity Production,'Coal-Peat and Manufactured Gases',2015,GWh,2089.063
Croatia,Net Electricity Production,'Coal-Peat and Manufactured Gases',2016,GWh,2351.48
Croatia,Net Electricity Production,'Coal-Peat and Manufactured Gases',2017,GWh,1265.7211
Croatia,Net Electricity Production,'Coal-Peat and Manufactured Gases',2018,GWh,1336.0186
Croatia,Net Electricity Production,'Coal-Peat and Manufactured Gases',2019,GWh,1510.5978
Croatia,Net Electricity Production,'Coal-Peat and Manufactured Gases',2020,GWh,1124.8834
Croatia,Net Electricity Production,'Coal-Peat and Manufactured Gases',2021,GWh,1350.0936
Croatia,Net Electricity Production,'Coal-Peat and Manufactured Gases',2022,GWh,1446.1822
Croatia,Net Electricity Production,'Coal-Peat and Manufactured Gases',2023,GWh,1226.7886
Croatia,Net Electricity Production,'Coal-Peat and Manufactured Gases',2024,GWh,596.0685
Croatia,Net Electricity Production,Combustible Renewables,2015,GWh,240.559
Croatia,Net Electricity Production,Combustible Renewables,2016,GWh,390.40500000000003
Croatia,Net Electricity Production,Combustible Renewables,2017,GWh,486.6237
Croatia,Net Electricity Production,Combustible Renewables,2018,GWh,614.4802
Croatia,Net Electricity Production,Combustible Renewables,2019,GWh,809.3869
Croatia,Net Electricity Production,Combustible Renewables,2020,GWh,905.4411
Croatia,Net Electricity Production,Combustible Renewables,2021,GWh,1019.1729
Croatia,Net Electricity Production,Combustible Renewables,2022,GWh,1047.181
Croatia,Net Electricity Production,Combustible Renewables,2023,GWh,967.1315
Croatia,Net Electricity Production,Combustible Renewables,2024,GWh,849.5036
Croatia,Net Electricity Production,Geothermal,2018,GWh,0.0
Croatia,Net Electricity Production,Geothermal,2019,GWh,73.7998
Croatia,Net Electricity Production,Geothermal,2020,GWh,76.3
Croatia,Net Electricity Production,Geothermal,2021,GWh,74.6002
Croatia,Net Electricity Production,Geothermal,2022,GWh,60.2999
Croatia,Net Electricity Production,Geothermal,2023,GWh,16.580399999999997
Croatia,Net Electricity Production,Hydro,2015,GWh,6521.999
Croatia,Net Electricity Production,Hydro,2016,GWh,6966.999
Croatia,Net Electricity Production,Hydro,2017,GWh,5437.7999
Croatia,Net Electricity Production,Hydro,2018,GWh,7697.1001
Croatia,Net Electricity Production,Hydro,2019,GWh,5854.1001
Croatia,Net Electricity Production,Hydro,2020,GWh,5747.5999
Croatia,Net Electricity Production,Hydro,2021,GWh,7184.9998
Croatia,Net Electricity Production,Hydro,2022,GWh,5526.3001
Croatia,Net Electricity Production,Hydro,2023,GWh,8227.0861
Croatia,Net Electricity Production,Hydro,2024,GWh,6218.8113
Croatia,Net Electricity Production,Natural Gas,2015,GWh,1082.516
Croatia,Net Electricity Production,Natural Gas,2016,GWh,1436.613
Croatia,Net Electricity Production,Natural Gas,2017,GWh,2860.9503
Croatia,Net Electricity Production,Natural Gas,2018,GWh,2065.0988
Croatia,Net Electricity Production,Natural Gas,2019,GWh,2422.8167
Croatia,Net Electricity Production,Natural Gas,2020,GWh,3181.0299999999997
Croatia,Net Electricity Production,Natural Gas,2021,GWh,2868.5669
Croatia,Net Electricity Production,Natural Gas,2022,GWh,3256.2985
Croatia,Net Electricity Production,Natural Gas,2023,GWh,3598.6371
Croatia,Net Electricity Production,Natural Gas,2024,GWh,2697.4144
Croatia,Net Electricity Production,Not Specified,2018,GWh,0.0
Croatia,Net Electricity Production,Not Specified,2019,GWh,0.0
Croatia,Net Electricity Production,Not Specified,2020,GWh,0.0
Croatia,Net Electricity Production,Not Specified,2021,GWh,0.0
Croatia,Net Electricity Production,Nuclear,2018,GWh,0.0
Croatia,Net Electricity Production,Nuclear,2019,GWh,0.0
Croatia,Net Electricity Production,Nuclear,2020,GWh,0.0
Croatia,Net Electricity Production,Nuclear,2021,GWh,0.0
Croatia,Net Electricity Production,Oil and Petroleum Products,2015,GWh,199.864
Croatia,Net Electricity Production,Oil and Petroleum Products,2016,GWh,62.5
Croatia,Net Electricity Production,Oil and Petroleum Products,2017,GWh,194.7047
Croatia,Net Electricity Production,Oil and Petroleum Products,2018,GWh,63.0022
Croatia,Net Electricity Production,Oil and Petroleum Products,2019,GWh,35.1988
Croatia,Net Electricity Production,Oil and Petroleum Products,2020,GWh,31.7455
Croatia,Net Electricity Production,Oil and Petroleum Products,2021,GWh,26.9666
Croatia,Net Electricity Production,Oil and Petroleum Products,2022,GWh,80.3385
Croatia,Net Electricity Production,Oil and Petroleum Products,2023,GWh,48.8926
Croatia,Net Electricity Production,Oil and Petroleum Products,2024,GWh,5.4219
Croatia,Net Electricity Production,Other Combustible Non-Renewables,2018,GWh,0.0
Croatia,Net Electricity Production,Other Combustible Non-Renewables,2019,GWh,0.0
Croatia,Net Electricity Production,Other Combustible Non-Renewables,2020,GWh,0.0
Croatia,Net Electricity Production,Other Combustible Non-Renewables,2021,GWh,0.0
Croatia,Net Electricity Production,Other Renewables,2018,GWh,0.0
Croatia,Net Electricity Production,Other Renewables,2019,GWh,0.0
Croatia,Net Electricity Production,Other Renewables,2020,GWh,0.0
Croatia,Net Electricity Production,Other Renewables,2021,GWh,0.0
Croatia,Net Electricity Production,Solar,2015,GWh,57.0
Croatia,Net Electricity Production,Solar,2016,GWh,66.0
Croatia,Net Electricity Production,Solar,2017,GWh,78.7002
Croatia,Net Electricity Production,Solar,2018,GWh,74.89999999999999
Croatia,Net Electricity Production,Solar,2019,GWh,82.9
Croatia,Net Electricity Production,Solar,2020,GWh,95.29990000000001
Croatia,Net Electricity Production,Solar,2021,GWh,148.5
Croatia,Net Electricity Production,Solar,2022,GWh,151.5001
Croatia,Net Electricity Production,Solar,2023,GWh,576.0948
Croatia,Net Electricity Production,Solar,2024,GWh,1091.4615000000001
Croatia,Net Electricity Production,Wind,2015,GWh,792.001
Croatia,Net Electricity Production,Wind,2016,GWh,1010.0
Croatia,Net Electricity Production,Wind,2017,GWh,1198.4001
Croatia,Net Electricity Production,Wind,2018,GWh,1329.6
Croatia,Net Electricity Production,Wind,2019,GWh,1461.3
Croatia,Net Electricity Production,Wind,2020,GWh,1712.8
Croatia,Net Electricity Production,Wind,2021,GWh,2055.2999
Croatia,Net Electricity Production,Wind,2022,GWh,2128.3001
Croatia,Net Electricity Production,Wind,2023,GWh,2339.0126999999998
Croatia,Net Electricity Production,Wind,2024,GWh,2137.685
Cyprus,Net Electricity Production,'Coal-Peat and Manufactured Gases',2018,GWh,0.0
Cyprus,Net Electricity Production,'Coal-Peat and Manufactured Gases',2019,GWh,0.0
Cyprus,Net Electricity Production,'Coal-Peat and Manufactured Gases',2020,GWh,0.0
Cyprus,Net Electricity Production,'Coal-Peat and Manufactured Gases',2021,GWh,0.0
Cyprus,Net Electricity Production,Combustible Renewables,2015,GWh,48.308
Cyprus,Net Electricity Production,Combustible Renewables,2016,GWh,49.464
Cyprus,Net Electricity Production,Combustible Renewables,2017,GWh,49.2182
Cyprus,Net Electricity Production,Combustible Renewables,2018,GWh,54.0354
Cyprus,Net Electricity Production,Combustible Renewables,2019,GWh,55.1048
Cyprus,Net Electricity Production,Combustible Renewables,2020,GWh,57.8429
Cyprus,Net Electricity Production,Combustible Renewables,2021,GWh,56.6933
Cyprus,Net Electricity Production,Combustible Renewables,2022,GWh,54.7538
Cyprus,Net Electricity Production,Combustible Renewables,2023,GWh,52.9264
Cyprus,Net Electricity Production,Combustible Renewables,2024,GWh,48.988
Cyprus,Net Electricity Production,Geothermal,2018,GWh,0.0
Cyprus,Net Electricity Production,Geothermal,2019,GWh,0.0
Cyprus,Net Electricity Production,Geothermal,2020,GWh,0.0
Cyprus,Net Electricity Production,Geothermal,2021,GWh,0.0
Cyprus,Net Electricity Production,Hydro,2018,GWh,0.0
Cyprus,Net Electricity Production,Hydro,2019,GWh,0.0
Cyprus,Net Electricity Production,Hydro,2020,GWh,0.0
Cyprus,Net Electricity Production,Hydro,2021,GWh,0.0
Cyprus,Net Electricity Production,Natural Gas,2018,GWh,0.0
Cyprus,Net Electricity Production,Natural Gas,2019,GWh,0.0
Cyprus,Net Electricity Production,Natural Gas,2020,GWh,0.0
Cyprus,Net Electricity Production,Natural Gas,2021,GWh,0.0
Cyprus,Net Electricity Production,Not Specified,2018,GWh,0.0
Cyprus,Net Electricity Production,Not Specified,2019,GWh,0.0
Cyprus,Net Electricity Production,Not Specified,2020,GWh,0.0
Cyprus,Net Electricity Production,Not Specified,2021,GWh,0.0
Cyprus,Net Electricity Production,Nuclear,2018,GWh,0.0
Cyprus,Net Electricity Production,Nuclear,2019,GWh,0.0
Cyprus,Net Electricity Production,Nuclear,2020,GWh,0.0
Cyprus,Net Electricity Production,Nuclear,2021,GWh,0.0
Cyprus,Net Electricity Production,Oil and Petroleum Products,2015,GWh,3916.693
Cyprus,Net Electricity Production,Oil and Petroleum Products,2016,GWh,4245.534
Cyprus,Net Electricity Production,Oil and Petroleum Products,2017,GWh,4345.6008999999995
Cyprus,Net Electricity Production,Oil and Petroleum Products,2018,GWh,4352.7125
Cyprus,Net Electricity Production,Oil and Petroleum Products,2019,GWh,4401.8512
Cyprus,Net Electricity Production,Oil and Petroleum Products,2020,GWh,4056.4582
Cyprus,Net Electricity Production,Oil and Petroleum Products,2021,GWh,4109.3317
Cyprus,Net Electricity Production,Oil and Petroleum Products,2022,GWh,4150.0444
Cyprus,Net Electricity Production,Oil and Petroleum Products,2023,GWh,4057.9113
Cyprus,Net Electricity Production,Oil and Petroleum Products,2024,GWh,3833.0371
Cyprus,Net Electricity Production,Other Combustible Non-Renewables,2018,GWh,0.0
Cyprus,Net Electricity Production,Other Combustible Non-Renewables,2019,GWh,0.0
Cyprus,Net Electricity Production,Other Combustible Non-Renewables,2020,GWh,0.0
Cyprus,Net Electricity Production,Other Combustible Non-Renewables,2021,GWh,0.0
Cyprus,Net Electricity Production,Other Renewables,2018,GWh,0.0
Cyprus,Net Electricity Production,Other Renewables,2019,GWh,0.0
Cyprus,Net Electricity Production,Other Renewables,2020,GWh,0.0
Cyprus,Net Electricity Production,Other Renewables,2021,GWh,0.0
Cyprus,Net Electricity Production,Solar,2015,GWh,126.659
Cyprus,Net Electricity Production,Solar,2016,GWh,145.938
Cyprus,Net Electricity Production,Solar,2017,GWh,172.0128
Cyprus,Net Electricity Production,Solar,2018,GWh,199.493
Cyprus,Net Electricity Production,Solar,2019,GWh,218.2669
Cyprus,Net Electricity Production,Solar,2020,GWh,295.6078
Cyprus,Net Electricity Production,Solar,2021,GWh,468.3379
Cyprus,Net Electricity Production,Solar,2022,GWh,601.8591
Cyprus,Net Electricity Production,Solar,2023,GWh,824.2796
Cyprus,Net Electricity Production,Solar,2024,GWh,1006.4186
Cyprus,Net Electricity Production,Wind,2015,GWh,221.856
Cyprus,Net Electricity Production,Wind,2016,GWh,226.701
Cyprus,Net Electricity Production,Wind,2017,GWh,211.4479
Cyprus,Net Electricity Production,Wind,2018,GWh,221.0401
Cyprus,Net Electricity Production,Wind,2019,GWh,238.5649
Cyprus,Net Electricity Production,Wind,2020,GWh,240.4081
Cyprus,Net Electricity Production,Wind,2021,GWh,246.478
Cyprus,Net Electricity Production,Wind,2022,GWh,218.791
Cyprus,Net Electricity Production,Wind,2023,GWh,203.38739999999999
Cyprus,Net Electricity Production,Wind,2024,GWh,183.3761
Czech Republic,Net Electricity Production,'Coal-Peat and Manufactured Gases',2010,GWh,44230.318
Czech Republic,Net Electricity Production,'Coal-Peat and Manufactured Gases',2011,GWh,44140.165
Czech Republic,Net Electricity Production,'Coal-Peat and Manufactured Gases',2012,GWh,41748.293
Czech Republic,Net Electricity Production,'Coal-Peat and Manufactured Gases',2013,GWh,39045.809
Czech Republic,Net Electricity Production,'Coal-Peat and Manufactured Gases',2014,GWh,38947.465
Czech Republic,Net Electricity Production,'Coal-Peat and Manufactured Gases',2015,GWh,39202.019
Czech Republic,Net Electricity Production,'Coal-Peat and Manufactured Gases',2016,GWh,40064.542
Czech Republic,Net Electricity Production,'Coal-Peat and Manufactured Gases',2017,GWh,39318.0363
Czech Republic,Net Electricity Production,'Coal-Peat and Manufactured Gases',2018,GWh,39065.5979
Czech Republic,Net Electricity Production,'Coal-Peat and Manufactured Gases',2019,GWh,35406.227
Czech Republic,Net Electricity Production,'Coal-Peat and Manufactured Gases',2020,GWh,29268.0357
Czech Republic,Net Electricity Production,'Coal-Peat and Manufactured Gases',2021,GWh,31321.2546
Czech Republic,Net Electricity Production,'Coal-Peat and Manufactured Gases',2022,GWh,33594.4107
Czech Republic,Net Electricity Production,'Coal-Peat and Manufactured Gases',2023,GWh,27057.985800000002
Czech Republic,Net Electricity Production,'Coal-Peat and Manufactured Gases',2024,GWh,21335.8984
Czech Republic,Net Electricity Production,Combustible Renewables,2010,GWh,1922.554
Czech Republic,Net Electricity Production,Combustible Renewables,2011,GWh,2411.876
Czech Republic,Net Electricity Production,Combustible Renewables,2012,GWh,3022.172
Czech Republic,Net Electricity Production,Combustible Renewables,2013,GWh,3627.579
Czech Republic,Net Electricity Production,Combustible Renewables,2014,GWh,4172.016
Czech Republic,Net Electricity Production,Combustible Renewables,2015,GWh,4283.543
Czech Republic,Net Electricity Production,Combustible Renewables,2016,GWh,4268.429
Czech Republic,Net Electricity Production,Combustible Renewables,2017,GWh,4446.0019
Czech Republic,Net Electricity Production,Combustible Renewables,2018,GWh,4329.0332
Czech Republic,Net Electricity Production,Combustible Renewables,2019,GWh,4516.007
Czech Republic,Net Electricity Production,Combustible Renewables,2020,GWh,4669.472
Czech Republic,Net Electricity Production,Combustible Renewables,2021,GWh,4845.3827
Czech Republic,Net Electricity Production,Combustible Renewables,2022,GWh,4849.8508
Czech Republic,Net Electricity Production,Combustible Renewables,2023,GWh,4612.6867
Czech Republic,Net Electricity Production,Combustible Renewables,2024,GWh,4380.1795
Czech Republic,Net Electricity Production,Geothermal,2018,GWh,0.0
Czech Republic,Net Electricity Production,Geothermal,2019,GWh,0.0
Czech Republic,Net Electricity Production,Geothermal,2020,GWh,0.0
Czech Republic,Net Electricity Production,Geothermal,2021,GWh,0.0
Czech Republic,Net Electricity Production,Hydro,2010,GWh,3366.0
Czech Republic,Net Electricity Production,Hydro,2011,GWh,2651.0
Czech Republic,Net Electricity Production,Hydro,2012,GWh,2838.001
Czech Republic,Net Electricity Production,Hydro,2013,GWh,3607.999
Czech Republic,Net Electricity Production,Hydro,2014,GWh,2943.999
Czech Republic,Net Electricity Production,Hydro,2015,GWh,3037.999
Czech Republic,Net Electricity Production,Hydro,2016,GWh,3169.0370000000003
Czech Republic,Net Electricity Production,Hydro,2017,GWh,3007.4031
Czech Republic,Net Electricity Production,Hydro,2018,GWh,2651.8181
Czech Republic,Net Electricity Production,Hydro,2019,GWh,3143.4659
Czech Republic,Net Electricity Production,Hydro,2020,GWh,3402.787
Czech Republic,Net Electricity Production,Hydro,2021,GWh,3585.0999
Czech Republic,Net Electricity Production,Hydro,2022,GWh,3053.6691
Czech Republic,Net Electricity Production,Hydro,2023,GWh,3376.2689
Czech Republic,Net Electricity Production,Hydro,2024,GWh,3213.6956
Czech Republic,Net Electricity Production,Natural Gas,2010,GWh,1211.156
Czech Republic,Net Electricity Production,Natural Gas,2011,GWh,1245.156
Czech Republic,Net Electricity Production,Natural Gas,2012,GWh,1325.955
Czech Republic,Net Electricity Production,Natural Gas,2013,GWh,1808.877
Czech Republic,Net Electricity Production,Natural Gas,2014,GWh,1615.84
Czech Republic,Net Electricity Production,Natural Gas,2015,GWh,2024.622
Czech Republic,Net Electricity Production,Natural Gas,2016,GWh,3329.6620000000003
Czech Republic,Net Electricity Production,Natural Gas,2017,GWh,3293.4939
Czech Republic,Net Electricity Production,Natural Gas,2018,GWh,3362.6661
Czech Republic,Net Electricity Production,Natural Gas,2019,GWh,5197.1772
Czech Republic,Net Electricity Production,Natural Gas,2020,GWh,6132.2137
Czech Republic,Net Electricity Production,Natural Gas,2021,GWh,6561.1345
Czech Republic,Net Electricity Production,Natural Gas,2022,GWh,3868.5154
Czech Republic,Net Electricity Production,Natural Gas,2023,GWh,3272.7415
Czech Republic,Net Electricity Production,Natural Gas,2024,GWh,2959.6336
Czech Republic,Net Electricity Production,Not Specified,2010,GWh,78.0
Czech Republic,Net Electricity Production,Not Specified,2011,GWh,78.99600000000001
Czech Republic,Net Electricity Production,Not Specified,2012,GWh,69.99600000000001
Czech Republic,Net Electricity Production,Not Specified,2013,GWh,68.00399999999999
Czech Republic,Net Electricity Production,Not Specified,2014,GWh,75.001
Czech Republic,Net Electricity Production,Not Specified,2015,GWh,72.001
Czech Republic,Net Electricity Production,Not Specified,2016,GWh,87.0
Czech Republic,Net Electricity Production,Not Specified,2017,GWh,95.4779
Czech Republic,Net Electricity Production,Not Specified,2018,GWh,111.115
Czech Republic,Net Electricity Production,Not Specified,2019,GWh,110.125
Czech Republic,Net Electricity Production,Not Specified,2020,GWh,103.473
Czech Republic,Net Electricity Production,Not Specified,2021,GWh,122.25999999999999
Czech Republic,Net Electricity Production,Not Specified,2022,GWh,117.2098
Czech Republic,Net Electricity Production,Not Specified,2023,GWh,100.8983
Czech Republic,Net Electricity Production,Not Specified,2024,GWh,89.5286
Czech Republic,Net Electricity Production,Nuclear,2010,GWh,26346.003
Czech Republic,Net Electricity Production,Nuclear,2011,GWh,26602.002
Czech Republic,Net Electricity Production,Nuclear,2012,GWh,28603.0
Czech Republic,Net Electricity Production,Nuclear,2013,GWh,29001.0
Czech Republic,Net Electricity Production,Nuclear,2014,GWh,28633.0
Czech Republic,Net Electricity Production,Nuclear,2015,GWh,25335.001
Czech Republic,Net Electricity Production,Nuclear,2016,GWh,22726.999
Czech Republic,Net Electricity Production,Nuclear,2017,GWh,26785.6001
Czech Republic,Net Electricity Production,Nuclear,2018,GWh,28252.5389
Czech Republic,Net Electricity Production,Nuclear,2019,GWh,28579.3509
Czech Republic,Net Electricity Production,Nuclear,2020,GWh,28369.684999999998
Czech Republic,Net Electricity Production,Nuclear,2021,GWh,29041.7909
Czech Republic,Net Electricity Production,Nuclear,2022,GWh,29308.4711
Czech Republic,Net Electricity Production,Nuclear,2023,GWh,28726.3762
Czech Republic,Net Electricity Production,Nuclear,2024,GWh,25333.1046
Czech Republic,Net Electricity Production,Oil and Petroleum Products,2010,GWh,176.959
Czech Republic,Net Electricity Production,Oil and Petroleum Products,2011,GWh,155.087
Czech Republic,Net Electricity Production,Oil and Petroleum Products,2012,GWh,101.306
Czech Republic,Net Electricity Production,Oil and Petroleum Products,2013,GWh,70.568
Czech Republic,Net Electricity Production,Oil and Petroleum Products,2014,GWh,93.944
Czech Republic,Net Electricity Production,Oil and Petroleum Products,2015,GWh,84.061
Czech Republic,Net Electricity Production,Oil and Petroleum Products,2016,GWh,82.567
Czech Republic,Net Electricity Production,Oil and Petroleum Products,2017,GWh,106.85560000000001
Czech Republic,Net Electricity Production,Oil and Petroleum Products,2018,GWh,96.6903
Czech Republic,Net Electricity Production,Oil and Petroleum Products,2019,GWh,105.9358
Czech Republic,Net Electricity Production,Oil and Petroleum Products,2020,GWh,80.1328
Czech Republic,Net Electricity Production,Oil and Petroleum Products,2021,GWh,83.2909
Czech Republic,Net Electricity Production,Oil and Petroleum Products,2022,GWh,73.0035
Czech Republic,Net Electricity Production,Oil and Petroleum Products,2023,GWh,78.49810000000001
Czech Republic,Net Electricity Production,Oil and Petroleum Products,2024,GWh,58.006099999999996
Czech Republic,Net Electricity Production,Other Combustible Non-Renewables,2010,GWh,24.009999999999998
Czech Republic,Net Electricity Production,Other Combustible Non-Renewables,2011,GWh,59.717
Czech Republic,Net Electricity Production,Other Combustible Non-Renewables,2012,GWh,58.273
Czech Republic,Net Electricity Production,Other Combustible Non-Renewables,2013,GWh,57.167
Czech Republic,Net Electricity Production,Other Combustible Non-Renewables,2014,GWh,61.734
Czech Republic,Net Electricity Production,Other Combustible Non-Renewables,2015,GWh,69.753
Czech Republic,Net Electricity Production,Other Combustible Non-Renewables,2016,GWh,71.799
Czech Republic,Net Electricity Production,Other Combustible Non-Renewables,2017,GWh,82.2402
Czech Republic,Net Electricity Production,Other Combustible Non-Renewables,2018,GWh,72.2749
Czech Republic,Net Electricity Production,Other Combustible Non-Renewables,2019,GWh,75.9919
Czech Republic,Net Electricity Production,Other Combustible Non-Renewables,2020,GWh,84.0467
Czech Republic,Net Electricity Production,Other Combustible Non-Renewables,2021,GWh,90.9414
Czech Republic,Net Electricity Production,Other Combustible Non-Renewables,2022,GWh,91.7699
Czech Republic,Net Electricity Production,Other Combustible Non-Renewables,2023,GWh,101.6971
Czech Republic,Net Electricity Production,Other Combustible Non-Renewables,2024,GWh,88.2077
Czech Republic,Net Electricity Production,Other Renewables,2018,GWh,0.0
Czech Republic,Net Electricity Production,Other Renewables,2019,GWh,0.0
Czech Republic,Net Electricity Production,Other Renewables,2020,GWh,0.0
Czech Republic,Net Electricity Production,Other Renewables,2021,GWh,0.0
Czech Republic,Net Electricity Production,Solar,2010,GWh,612.002
Czech Republic,Net Electricity Production,Solar,2011,GWh,2169.0009999999997
Czech Republic,Net Electricity Production,Solar,2012,GWh,2128.0
Czech Republic,Net Electricity Production,Solar,2013,GWh,2014.001
Czech Republic,Net Electricity Production,Solar,2014,GWh,2103.999
Czech Republic,Net Electricity Production,Solar,2015,GWh,2244.0
Czech Republic,Net Electricity Production,Solar,2016,GWh,2110.451
Czech Republic,Net Electricity Production,Solar,2017,GWh,2174.6319
Czech Republic,Net Electricity Production,Solar,2018,GWh,2343.8
Czech Republic,Net Electricity Production,Solar,2019,GWh,2295.8992
Czech Republic,Net Electricity Production,Solar,2020,GWh,2274.3931
Czech Republic,Net Electricity Production,Solar,2021,GWh,2231.849
Czech Republic,Net Electricity Production,Solar,2022,GWh,2605.262
Czech Republic,Net Electricity Production,Solar,2023,GWh,2484.115
Czech Republic,Net Electricity Production,Solar,2024,GWh,3974.0784
Czech Republic,Net Electricity Production,Wind,2010,GWh,334.999
Czech Republic,Net Electricity Production,Wind,2011,GWh,395.0
Czech Republic,Net Electricity Production,Wind,2012,GWh,414.0
Czech Republic,Net Electricity Production,Wind,2013,GWh,475.999
Czech Republic,Net Electricity Production,Wind,2014,GWh,469.001
Czech Republic,Net Electricity Production,Wind,2015,GWh,563.001
Czech Republic,Net Electricity Production,Wind,2016,GWh,487.95799999999997
Czech Republic,Net Electricity Production,Wind,2017,GWh,581.9171
Czech Republic,Net Electricity Production,Wind,2018,GWh,600.6691
Czech Republic,Net Electricity Production,Wind,2019,GWh,690.9671
Czech Republic,Net Electricity Production,Wind,2020,GWh,690.6999
Czech Republic,Net Electricity Production,Wind,2021,GWh,594.008
